tipo_imovel,logradouro,bairro,numero,metragem,quartos,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm
apartamento,Tagipuru,Perdizes,73,108,2,1,800000.0,-46.6649841,-23.5299365,tagipuru,7396828.3,330026.84
apartamento,Indiana,Brooklin,161,122,2,1,790000.0,-46.6878963,-23.6080146,indiana,7388154.54,327789.22
apartamento,Francisco Mesquita,Vila Prudente,128,45,2,1,260000.0,-46.5787729,-23.5989072,francisco mesquita,7389290.23,338913.61
apartamento,Clélia,Vila Romana,11,127,3,0,,-46.6877579,-23.5251144,clelia,7397335.13,327695.19
apartamento,Francisco Hurtado,Cursino,57,43,2,1,335000.0,-46.6251138,-23.6328699,francisco hurtado,7385476.29,334227.21
apartamento,Neves de Carvalho,Bom Retiro,83,69,2,1,506000.0,-46.6484586,-23.5207084,neves de carvalho,7397869.69,331702.46
apartamento,Quarto Centenário,Vila Nova Conceição,11,365,4,6,5000000.0,-46.665341,-23.5953827,quarto centenario,7389580.38,330074.63
apartamento,Franca,Jardim América,51,100,2,1,,-46.6625702,-23.5632468,franca,7393142.39,330316.09
apartamento,Alagoas,Higienópolis,1,285,3,4,3280000.0,-46.6607101,-23.5453765,alagoas,7395123.54,330483.04
apartamento,Baião Parente,Freguesia do Ó,54,64,2,1,450000.0,-46.6940406,-23.4925232,baiao parente,7400936.72,327011.08
apartamento,Santo Egídio,Santana,402,105,3,2,580000.0,-46.6385691,-23.4912818,santo egidio,7401139.89,332675.13
apartamento,Duquesa de Goiás,Morumbi,124,85,2,2,490000.0,-46.704307,-23.6087319,duquesa de goias,7388055.25,326115.5
apartamento,Brasílio Machado,Santa Cecília,111,241,3,4,2200000.0,-46.6587265,-23.5370139,brasilio machado,7396051.95,330674.85
apartamento,Conselheiro Cotegipe,Belém,136,74,2,1,533000.0,-46.5915058,-23.5381638,conselheiro cotegipe,7396002.38,337539.48
apartamento,Joaquim Nabuco,Copacabana,401,60,1,0,740000.0,-43.19050828,-22.98575712,joaquim nabuco,7456912.92,685480.5
apartamento,Vicente Oropallo,Rio Pequeno,51,135,3,3,1000000.0,-46.7570001,-23.5616991,vicente oropallo,7393198.76,320674.35
apartamento,José Galante,Vila Andrade,14,70,3,1,315000.0,-46.738692,-23.6212721,jose galante,7386624.27,322623.48
apartamento,João Batista Soares de Faria,Santana,31,122,3,2,1050000.0,-46.6292165,-23.4957853,joao batista soares de faria,7400652.05,333636.02
apartamento,Damasceno Vieira,Jabaquara,212,112,2,2,990000.0,-46.667403,-23.6472847,damasceno vieira,7383830.28,329931.23
apartamento,Joaquim Eugênio de Lima,Jardim Paulista,112,163,3,2,,-46.6523712,-23.5678264,joaquim eugenio de lima,7392647.3,331363.06
apartamento,Vergueiro,Sacomã,83,78,2,1,320000.0,-46.6050591,-23.6150801,vergueiro,7387469.43,336251.18
apartamento,Zuquim,Santana,96,42,1,1,430000.0,-46.62205164,-23.49684587,zuquim,7400542.88,334369.1
apartamento,Cesário Ramalho,Cambuci,96,98,2,2,440000.0,-46.622947,-23.5604313,cesario ramalho,7393500.55,334357.3
apartamento,Tabapuã,Itaim Bibi,55,63,2,1,620000.0,-46.6773333,-23.5836217,tabapua,7390868.51,328835.48
apartamento,Dr. Gabriel dos Santos,Santa Cecília,71,91,3,2,865000.0,-46.6585441,-23.5342643,d gabriel dos santos,7396356.66,330689.95
apartamento,Ministro Godói,Perdizes,3,164,3,3,1200000.0,-46.6728342,-23.5388281,ministro godoi,7395834.32,329236.78
apartamento,Urimonduba,Itaim Bibi,81,118,2,1,,-46.6726498,-23.5779831,urimonduba,7391498.52,329306.21
apartamento,Francisco Mesquita,Vila Prudente,124A,37,1,0,275000.0,-46.5771999,-23.5995203,francisco mesquita,7389224.11,339074.88
apartamento,Paes de Barros,Mooca,95,120,3,1,670000.0,-46.5914776,-23.5669302,paes de barros,7392816.91,337577.72
apartamento,Nelson Gama de Oliveira,Vila Andrade,121,95,2,2,650000.0,-46.7427231,-23.6296627,nelson gama de oliveira,7385690.06,322223.48
apartamento,Vila Ema,Vila Prudente,161,81,3,2,650000.0,-46.56835975,-23.58062148,vila ema,7391326.81,339954.08
apartamento,da Passagem,Botafogo,301,97,3,1,1380000.0,-43.1817,-22.95134,da passagem,7460713.05,686430.82
apartamento,Raimundo Pereira de Magalhães,Pirituba,166,49,2,1,300000.0,-46.7231757,-23.5010054,raimundo pereira de magalhaes,7399962.01,324046.57
apartamento,Delegado Moraes Novaes,Vila Andrade,24,56,2,2,350000.0,-46.7348023,-23.6341531,delegado moraes novaes,7385202.61,323037.69
apartamento,José Horácio Meirelles Teixeira,Vila Sônia,73,30,1,1,370000.0,-46.7386823,-23.612248,jose horacio meirelles teixeira,7387623.64,322612.31
apartamento,Vapabussu,Campo Belo,2606,94,1,2,900000.0,-46.6683839,-23.6313155,vapabussu,7385597.55,329810.51
apartamento,Octávio Teixeira Mendes Sobrinho,Jabaquara,134,55,2,2,383000.0,-46.655598,-23.6567594,octavio teixeira mendes sobrinho,7382795.06,331147.7
apartamento,Rouxinol,Moema Pássaros,122,145,4,1,,-46.671411,-23.602605,rouxinol,7388773.36,329464.5
apartamento,Brigadeiro Galvão,Bom Retiro,87,52,2,1,460000.0,-46.6557955,-23.5309521,brigadeiro galvao,7396726.69,330966.36
apartamento,Epitácio Pessoa,Lagoa,610,68,2,1,1050000.0,-43.19852484,-22.97508425,epitacio pessoa,7458104.93,684673.09
apartamento,Mauá,Sé,716,33,1,0,185000.0,-46.6329033,-23.5361811,maua,7396174.43,333310.36
apartamento,Conselheiro Fernandes Torres,Perdizes,81,393,4,4,3700000.0,-46.6659253,-23.5373267,conselheiro fernandes torres,7396008.8,329940.24
apartamento,Itapimirum,Vila Andrade,102,200,3,3,1710000.0,-46.7329069,-23.6329751,itapimirum,7385335.41,323229.5
apartamento,Major Quedinho,República,101,157,2,2,800000.0,-46.6431629,-23.5504489,major quedinho,7394582.47,332280.95
apartamento,Luís Augusto,Santana,92,140,4,3,1155000.0,-46.6311419,-23.4934005,luis augusto,7400913.9,333436.37
apartamento,Tabapuã,Itaim Bibi,81,166,3,2,,-46.6733861,-23.5824219,tabapua,7391006.09,329236.8
apartamento,Teodoro Sampaio,Pinheiros,401,84,2,0,600000.0,-46.6850083,-23.5621747,teodoro sampaio,7393234.36,328024.19
apartamento,Mateus Grou,Pinheiros,62,119,4,2,1450000.0,-46.6840383,-23.5648569,mateus grou,7392938.5,328126.7
apartamento,Oscar Freire,Jardim América,121,244,3,2,3080000.0,-46.6637724,-23.5679116,oscar freire,7392624.39,330199.37
apartamento,Alfonso Bovero,Sumaré,1103A,81,2,0,,-46.6822648,-23.5408897,alfonso bovero,7395594.76,328276.59
apartamento,Mário Pederneiras,Humaitá,202,83,2,1,1200000.0,-43.19760201,-22.95253748,mario pederneiras,7460600.54,684798.37
apartamento,René Zamlutti,Chacara Klabin,71,182,4,4,2235000.0,-46.6231148,-23.5910704,rene zamlutti,7390107.44,334378.62
apartamento,Cotovia,Moema Pássaros,84,87,3,2,920000.0,-46.6697821,-23.6080911,cotovia,7388167.77,329637.82
apartamento,Helena,Vila Olímpia,12,64,2,1,885000.0,-46.6878371,-23.5936029,helena,7389750.58,327776.44
apartamento,João Antônio de Oliveira,Mooca,803,110,2,2,940000.0,-46.606369,-23.5564048,joao antonio de oliveira,7393965.5,336044.61
apartamento,Guacá,Mandaqui,121,60,2,1,286000.0,-46.6399217,-23.4810371,guaca,7402272.79,332524.04
apartamento,Alvorada,Vila Olímpia,54,103,3,1,800000.0,-46.6811026,-23.6019059,alvorada,7388839.19,328474.55
apartamento,Salvador Iacona,Jabaquara,111,55,2,2,480000.0,-46.6682814,-23.6505431,salvador iacona,7383468.39,329845.84
apartamento,Duílio,Vila Romana,104,96,2,1,620000.0,-46.6930053,-23.527593,duilio,7397054.34,327162.61
apartamento,Onze de Junho,Vila Clementino,142,100,3,2,1300000.0,-46.6492201,-23.6011903,onze de junho,7388956.31,331727.28
apartamento,Campinas,Jardim Paulista,51,89,2,1,850000.0,-46.6570185,-23.5700781,campinas,7392392.46,330891.56
apartamento,Farani,Botafogo,1210,35,1,0,390000.0,-43.18093,-22.9421,farani,7461735.29,686522.45
apartamento,Pacheco Gato,São Mateus,671,47,2,1,200000.0,-46.4875057,-23.5868224,pacheco gato,7390728.22,348213.41
apartamento,Arouche,República,202,63,2,0,400000.0,-46.6455503,-23.5402761,arouche,7395706.2,332024.29
apartamento,Júlio Buono,Vila Medeiros,181C,97,3,2,891000.0,-46.5911375,-23.4838504,julio buono,7402017.26,337510.43
apartamento,Augusta,Bela Vista,13,54,1,0,400000.0,-46.6488485,-23.5509425,augusta,7394521.15,331701.13
apartamento,Araguari,Moema Pássaros,21,88,2,2,1130000.0,-46.6732601,-23.6017929,araguari,7388861.09,329274.74
apartamento,Visconde de Pirajá,Ipanema,202,110,3,1,1620000.0,-43.1999498,-22.98449452,visconde de piraja,7457064.65,684514.2
apartamento,Farme de Amoedo,Ipanema,cob 02,150,4,2,3368000.0,-43.20054222,-22.98174565,farme de amoedo,7457369.8,684457.19
apartamento,Zike Tuma,Campo Grande,162,149,2,1,300000.0,-46.6767175,-23.6912996,zike tuma,7378944.87,329038.29
apartamento,Itabaiana,Mooca,151,74,3,2,550000.0,-46.5888923,-23.5514876,itabaiana,7394529.9,337822.66
apartamento,Santos,Jardim Paulista,62,156,3,1,1300000.0,-46.6549375,-23.5644369,santos,7393019.62,331096.76
apartamento,Paris,Sumaré,61,106,3,2,850000.0,-46.6863733,-23.5407597,paris,7395604.23,327856.94
apartamento,Heinrich Hertz,Brooklin,610,29,0,1,260000.0,-46.6950796,-23.6091069,heinrich hertz,7388024.91,327057.62
apartamento,Vereador Rocha Leão,Copacabana,311,40,1,0,470000.0,-43.19187646,-22.9640244,vereador rocha leao,7459321.29,685369.88
apartamento,Helena,Vila Olímpia,34,93,3,1,,-46.6853478,-23.5929394,helena,7389827.05,328029.62
apartamento,Charles Spencer Chaplin,Vila Andrade,105A,69,2,2,530000.0,-46.735993,-23.623195,charles spencer chaplin,7386414.67,322901.47
apartamento,Conselheiro Nébias,Bom Retiro,209,36,1,0,280000.0,-46.6475742,-23.5331134,conselheiro nebias,7396497.01,331808.54
apartamento,André Fernandes,Itaim Bibi,11,147,2,1,1700000.0,-46.6821447,-23.5808153,andre fernandes,7391173.53,328340.75
apartamento,Filipinas,Alto Da Lapa,94,62,2,1,480000.0,-46.7182052,-23.5335954,filipinas,7396359.03,324597.41
apartamento,Getúlio Soares da Rocha,Brooklin,42,131,3,2,1055000.0,-46.690136,-23.6252398,getulio soares da rocha,7386244.3,327583.22
apartamento,Martim Francisco,Santa Cecília,83,70,2,0,470000.0,-46.652714,-23.5394852,martim francisco,7395785.37,331291.88
apartamento,Morais de Barros,Campo Belo,51,253,4,4,2180000.0,-46.6728167,-23.6156856,morais de barros,7387323.13,329337.99
apartamento,Casa Branca,Jardim América,22,118,3,2,1230000.0,-46.6588319,-23.5648077,casa branca,7392973.96,330699.7
apartamento,Diana,Perdizes,130,225,4,3,2000000.0,-46.6820886,-23.5346105,diana,7396290.33,328286.42
apartamento,Conceição,Vila Guilherme,33,50,2,2,400000.0,-46.6055515,-23.5001433,conceicao,7400196.67,336058.35
apartamento,Engenheiro Luiz Gomes Cardim Sangirardi,Aclimação,141,245,3,4,2500000.0,-46.6289943,-23.5841907,engenheiro luiz gomes cardim sangirardi,7390862.47,333769.9
apartamento,Frederico Steidel,Santa Cecília,2,109,3,0,635000.0,-46.6476299,-23.5394858,frederico steidel,7395791.28,331810.96
apartamento,Bernardino Fanganiello,Casa Verde,51,61,2,1,433000.0,-46.6602053,-23.5130874,bernardino fanganiello,7398699.8,330493.21
apartamento,Dom Bosco,Cambuci,76,64,2,1,420000.0,-46.6198231,-23.5555935,dom bosco,7394039.89,334670.14
apartamento,Sampaio Viana,Paraíso,131,187,3,3,1770000.0,-46.6458877,-23.573674,sampaio viana,7392007.36,332032.32
apartamento,Bela Cintra,Jardim América,9,292,4,2,2555000.0,-46.6627533,-23.5571951,bela cintra,7393812.34,330289.62
apartamento,Padre Péricles,Perdizes,102,119,2,0,415000.0,-46.6631794,-23.5323369,padre pericles,7396564.62,330214.2
apartamento,Rainha Elizabeth da Bélgica,Copacabana,901,260,4,1,2500000.0,-43.19119486,-22.98506573,rainha elizabeth da belgica,7456990.35,685411.05
apartamento,Jamaris,Moema Índios,93,28,1,1,415000.0,-46.6553901,-23.6098165,jamaris,7387993.77,331108.68
apartamento,Coroados,Lapa,2,88,3,0,230000.0,-46.7173972,-23.5149059,coroados,7398429.72,324655.15
apartamento,Sergipe,Higienópolis,121,207,3,2,2394279.0,-46.6603637,-23.5467699,sergipe,7394969.65,330520.19
apartamento,Luís Góis,Vila Clementino,6,93,2,0,600000.0,-46.63953,-23.6039315,luis gois,7388664.11,332719.64
apartamento,Davi Hume,Chacara Klabin,133,52,1,1,600000.0,-46.624399,-23.59477,davi hume,7389696.26,334252.21
apartamento,Manuel Guedes,Itaim Bibi,91,190,3,2,,-46.6798175,-23.5816557,manuel guedes,7391083.25,328579.38
apartamento,Atlântica,Leme,,430,4,2,5800000.0,-43.16875036,-22.96302425,atlantica,7459402.65,687742.73
apartamento,Harmonia,Vila Madalena,6,89,2,1,730000.0,-46.6900268,-23.5524709,harmonia,7394302.93,327499.21
apartamento,Havaí,Sumaré,121,270,3,6,2575000.0,-46.6856088,-23.5422293,havai,7395442.4,327936.91
apartamento,Antártica,Perdizes,52,106,3,1,720000.0,-46.6757211,-23.528317,antartica,7396994.88,328928.43
apartamento,Pedro Doll,Santana,51,208,4,3,1435000.0,-46.6298656,-23.491506,pedro doll,7401125.17,333564.35
apartamento,João Arruda,Perdizes,22,94,3,1,1000000.0,-46.6731534,-23.5428334,joao arruda,7395390.4,329209.36
apartamento,Virginópolis,Sacomã,245,65,2,1,480000.0,-46.5992519,-23.6148553,virginopolis,7387500.96,336843.46
apartamento,Paim,Bela Vista,317,34,1,0,195000.0,-46.650169,-23.5545116,paim,7394124.36,331570.87
apartamento,Aliança Liberal,Alto Da Lapa,81,225,3,4,1685000.0,-46.7257045,-23.5221201,alianca liberal,7397620.64,323816.41
apartamento,Augusto de Miranda,Vila Romana,103,86,2,2,730000.0,-46.6900736,-23.5317062,augusto de miranda,7396602.37,327467.33
apartamento,Cardoso de Melo,Vila Olímpia,21,72,1,1,1000000.0,-46.6774377,-23.6021205,cardoso de melo,7388819.82,328848.84
apartamento,São João,República,205,50,1,0,330000.0,-46.6436169,-23.5402308,sao joao,7395713.48,332221.63
apartamento,Francisco Luís de Souza Júnior,Barra Funda,151A,45,2,0,272000.0,-46.6890798,-23.5133258,francisco luis de souza junior,7398639.01,327544.85
apartamento,Maranhão,Higienópolis,11,170,4,3,1900000.0,-46.6547291,-23.5453598,maranhao,7395132.45,331093.65
apartamento,Dom Paulo Pedrosa,Morumbi,81,290,4,3,2200000.0,-46.7053102,-23.6124402,dom paulo pedrosa,7387643.36,326018.02
apartamento,João Líra,Leblon,803,62,2,1,1900000.0,-43.222433,-22.984656,joao lira,7457074.88,682208.82
apartamento,Cardoso de Melo,Vila Olímpia,73,93,3,3,850000.0,-46.6762304,-23.6028202,cardoso de melo,7388743.77,328972.95
apartamento,Domingos Lopes da Silva,Vila Andrade,41,212,4,4,1580000.0,-46.7383773,-23.6179542,domingos lopes da silva,7386992.1,322651.12
apartamento,Bela Cintra,Bela Vista,74,42,1,1,370000.0,-46.6544514,-23.5518412,bela cintra,7394415.03,331130.28
apartamento,Portugal,Brooklin,910,54,0,1,625000.0,-46.6853719,-23.6188346,portugal,7386959.36,328060.95
apartamento,Jamaris,Moema Índios,71,156,3,2,1560000.0,-46.6583578,-23.6073637,jamaris,7388261.88,330802.69
apartamento,Ministro Godói,Perdizes,3133,154,3,1,1365000.0,-46.6710309,-23.5366463,ministro godoi,7396078.08,329418.08
apartamento,Campos da Cunha,Vila Romana,131,98,2,2,799000.0,-46.7047969,-23.5390915,campos da cunha,7395766.73,325973.71
apartamento,Padre João Gualberto,Casa Verde,44,54,2,1,390000.0,-46.6522465,-23.491009,padre joao gualberto,7401154.11,331277.83
apartamento,João Arruda,Perdizes,12,94,2,2,875000.0,-46.6731534,-23.5428334,joao arruda,7395390.4,329209.36
apartamento,Almirante Marques Leão,Bela Vista,14,37,1,1,300000.0,-46.6487514,-23.5595476,almirante marques leao,7393568.34,331722.01
apartamento,Harmonia,Vila Madalena,12,119,3,2,1370000.0,-46.6892147,-23.553258,harmonia,7394216.75,327583.15
apartamento,José Ramon Urtiza,Vila Andrade,91,161,3,3,1100000.0,-46.731731,-23.6336988,jose ramon urtiza,7385256.72,323350.44
apartamento,Glicério,Sé,2016,55,2,1,450000.0,-46.6285289,-23.5552938,glicerio,7394063.0,333781.03
apartamento,Jacurici,Itaim Nobre,14,72,2,1,,-46.6871543,-23.5852212,jacurici,7390679.6,327835.18
apartamento,Januário Zingaro,Campo Limpo,2052,45,2,1,215000.0,-46.7690235,-23.6416952,januario zingaro,7384324.55,319556.48
apartamento,Tuim,Moema Pássaros,1303,35,1,1,335000.0,-46.6671697,-23.5978772,tuim,7389301.97,329891.22
apartamento,Lincoln Albuquerque,Perdizes,61,206,3,4,2270000.0,-46.6676002,-23.5327992,lincoln albuquerque,7396508.18,329763.41
apartamento,Pascoal Vita,Vila Madalena,71,187,3,3,2250000.0,-46.6993716,-23.5522878,pascoal vita,7394311.93,326544.96
apartamento,João Lourenço,Vila Nova Conceição,121,161,3,3,2958632.0,-46.6711869,-23.5893512,joao lourenco,7390241.36,329470.22
apartamento,Darnilo Martins Pereira,Água Rasa,62,94,3,2,800000.0,-46.5808624,-23.5686441,darnilo martins pereira,7392639.12,338663.37
apartamento,Cristo Rei,Pirituba,51,130,2,4,1060000.0,-46.7202213,-23.4897362,cristo rei,7401213.59,324333.37
apartamento,Bergamota,Alto De Pinheiros,63,100,3,2,1000000.0,-46.7154596,-23.5402342,bergamota,7395627.2,324886.55
apartamento,Anapurus,Moema Índios,102,100,2,1,940000.0,-46.6609109,-23.6104798,anapurus,7387913.78,330546.16
apartamento,Pará,Higienópolis,51,167,3,2,,-46.6595845,-23.5490704,para,7394715.81,330602.69
apartamento,Mário Margarido,Sé,803,33,1,0,140000.0,-46.6289517,-23.5544789,mario margarido,7394152.75,333736.84
apartamento,Agostinho Gomes,Ipiranga,610,68,2,1,625000.0,-46.6053018,-23.5743604,agostinho gomes,7391978.37,336175.83
apartamento,Mário Margarido,Sé,2215,38,1,0,260000.0,-46.6289517,-23.5544789,mario margarido,7394152.75,333736.84
apartamento,Morubixaba,Cidade Líder,31,47,2,1,220000.0,-46.4789247,-23.5625963,morubixaba,7393419.92,349061.46
apartamento,Cuminapanema,Saúde,72,63,2,1,445000.0,-46.6295782,-23.6151005,cuminapanema,7387438.87,333749.3
apartamento,Dona Helena Pereira de Moraes,Vila Andrade,184,162,3,2,1200000.0,-46.725536,-23.6342856,dona helena pereira de moraes,7385199.38,323983.3
apartamento,Joaquim Norberto,Santana,81,95,3,2,530000.0,-46.6161166,-23.4887331,joaquim norberto,7401448.1,334965.15
apartamento,Monte Castelo,Butantã,81,280,4,3,1860000.0,-46.7084127,-23.5698986,monte castelo,7392350.72,325645.2
apartamento,Newton Prado,Bom Retiro,74,64,3,1,390000.0,-46.6419693,-23.5216531,newton prado,7397772.67,332366.3
apartamento,Dom Gastão Liberal Pinto,Jardim Paulistano,131,73,2,1,815000.0,-46.67,-23.5842726,dom gastao liberal pinto,7390805.18,329584.8
apartamento,Franca,Jardim América,44,112,2,1,,-46.6650125,-23.5606069,franca,7393431.84,330063.38
apartamento,Rio Grande,Vila Mariana,61,67,2,1,610000.0,-46.6433586,-23.5863942,rio grande,7390601.7,332306.63
apartamento,Turiassu,Perdizes,217,48,0,1,550000.0,-46.675719,-23.530801,turiassu,7396719.8,328931.85
apartamento,Chibata Miyakoshi,Vila Andrade,91,234,4,4,1200000.0,-46.7234676,-23.6263042,chibata miyakoshi,7386085.81,324183.67
apartamento,Biobedas,Saúde,81,79,2,1,500000.0,-46.6383409,-23.622276,biobedas,7386634.05,332864.26
apartamento,Nelson Gama de Oliveira,Vila Andrade,194,84,2,2,550000.0,-46.739389,-23.6297972,nelson gama de oliveira,7385679.31,322563.85
apartamento,Helena Zerrener,Sé,604,44,1,0,180000.0,-46.6285436,-23.5534556,helena zerrener,7394266.55,333777.21
apartamento,Cardoso de Almeida,Perdizes,171II,117,3,1,1045000.0,-46.669267,-23.5391363,cardoso de almeida,7395804.44,329601.38
apartamento,Conceição Marcondes Silva,Campo Belo,21,193,3,4,1990000.0,-46.6688487,-23.6263665,conceicao marcondes silva,7386145.05,329756.69
apartamento,Frei Caneca,Bela Vista,32,114,3,1,928000.0,-46.6560881,-23.5553628,frei caneca,7394023.13,330967.7
apartamento,Isabel de Castela,Vila Madalena,91,181,3,3,2550800.0,-46.6992679,-23.5518304,isabel de castela,7394362.71,326554.94
apartamento,João Antônio de Oliveira,Mooca,63,122,3,2,960000.0,-46.603358,-23.5634139,joao antonio de oliveira,7393192.77,336360.67
apartamento,Conde de São Joaquim,Bela Vista,131B,45,1,0,400000.0,-46.63876735,-23.55733769,conde de sao joaquim,7393824.75,332738.41
apartamento,Professora Virgília Rodrigues Alves de Carvalho Pinto,Tucuruvi,254,70,2,1,560000.0,-46.6063175,-23.4683942,professora virgilia rodrigues alves de carvalho pinto,7403711.57,335940.83
apartamento,Guaramomis,Moema Índios,41,326,4,3,3090000.0,-46.6540194,-23.6076324,guaramomis,7388237.25,331245.75
apartamento,Guaianases,República,71,75,2,0,360000.0,-46.6413035,-23.5399456,guaianases,7395747.77,332457.46
apartamento,Viçosa do Ceará,Jabaquara,104,136,2,2,780000.0,-46.6653403,-23.6452482,vicosa do ceara,7384058.26,330139.03
apartamento,Lacerda Franco,Cambuci,12,81,3,1,595000.0,-46.6225894,-23.5636662,lacerda franco,7393142.74,334397.86
apartamento,Ministro Godói,Perdizes,82,184,4,3,1690000.0,-46.6697666,-23.5351429,ministro godoi,7396246.07,329545.23
apartamento,João Guimarães,Vila Sônia,93,58,2,1,290000.0,-46.7484915,-23.6100594,joao guimaraes,7387853.81,321608.36
apartamento,Sarutaiá,Jardim Paulista,51,243,4,3,2900000.0,-46.6535188,-23.5702579,sarutaia,7392376.68,331249.02
apartamento,Seng,Bela Vista,301,90,3,0,685000.0,-46.6510503,-23.5620234,seng,7393291.47,331490.49
apartamento,Castro Alves,Aclimação,141,60,2,2,710000.0,-46.6375693,-23.5680521,castro alves,7392639.65,332874.27
apartamento,Prudente de Morais,Ipanema,1102,290,3,2,6140000.0,-43.20805095,-22.98518348,prudente de morais,7456998.53,683682.67
apartamento,Gandavo,Vila Mariana,54,117,3,2,800000.0,-46.6423085,-23.5917604,gandavo,7390008.68,332420.63
apartamento,Nicolau de Sousa Queirós,Aclimação,21,80,2,0,460000.0,-46.6364063,-23.5786228,nicolau de sousa queiros,7391470.42,333006.36
apartamento,Majubim,Alto De Pinheiros,83,154,2,2,1350000.0,-46.7205079,-23.5386877,majubim,7395792.29,324369.06
apartamento,Coronel Luís Barroso,Santo Amaro,603,32,0,0,330000.0,-46.7046707,-23.6468255,coronel luis barroso,7383836.24,326128.71
apartamento,Gaspar Lourenço,Aclimação,64,37,1,1,,-46.6343983,-23.5819103,gaspar lourenco,7391108.71,333215.47
apartamento,Albuquerque Lins,Santa Cecília,191,160,3,2,1600000.0,-46.6577674,-23.5377271,albuquerque lins,7395974.11,330773.68
apartamento,Dionísio da Costa,Chacara Klabin,93,62,1,2,689000.0,-46.6268643,-23.5897567,dionisio da costa,7390248.57,333994.3
apartamento,Atílio Innocenti,Itaim Bibi,24B,95,2,1,700000.0,-46.6805685,-23.5895768,atilio innocenti,7390205.16,328513.02
apartamento,Garapeba,Chacara Klabin,52,110,3,2,1070000.0,-46.6253301,-23.5920457,garapeba,7389996.87,334153.76
apartamento,Dona Estela Borges Morato,Limão,45,45,2,1,315000.0,-46.6793262,-23.5023703,dona estela borges morato,7399863.9,328526.7
apartamento,Capitão Pinto Ferreira,Jardim Paulista,71,136,3,1,1300000.0,-46.6549557,-23.5717789,capitao pinto ferreira,7392206.55,331104.3
apartamento,Batataes,Jardim Paulista,121,351,5,4,3600000.0,-46.657735,-23.5700754,batataes,7392391.92,330818.42
apartamento,Santo Amaro,Vila Olímpia,61,80,2,1,610000.0,-46.6741379,-23.6001423,santo amaro,7389042.83,329183.02
apartamento,Antônio Júlio dos Santos,Vila Sônia,142,450,4,4,700000.0,-46.7268872,-23.6084945,antonio julio dos santos,7388053.9,323810.93
apartamento,Batataes,Jardim Paulista,101,225,3,2,,-46.6568533,-23.570795,batataes,7392313.27,330909.34
apartamento,Carlos Sampaio,Bela Vista,65,40,1,1,685000.0,-46.6452525,-23.5666844,carlos sampaio,7392782.12,332088.26
apartamento,Barão de Monte Mor,Morumbi,31,148,3,3,900000.0,-46.7083888,-23.6092881,barao de monte mor,7387988.68,325699.7
apartamento,Paulista,Jardim América,513,37,1,0,360000.0,-46.657586,-23.5607886,paulista,7393420.51,330821.73
apartamento,Alberto Torres,Perdizes,61,98,2,2,920000.0,-46.6654034,-23.5354762,alberto torres,7396214.34,329991.15
apartamento,Castro Alves,Aclimação,151,195,4,2,1540000.0,-46.6345459,-23.5715991,castro alves,7392250.39,333187.37
apartamento,Bento Branco de Andrade Filho,Santo Amaro,22,92,3,1,650000.0,-46.72187564,-23.64929758,bento branco de andrade filho,7383541.42,324376.8
apartamento,Paulo Andrighetti,Pari,13B,75,3,1,520000.0,-46.6069697,-23.5254997,paulo andrighetti,7397387.16,335944.94
apartamento,Coronel Francisco Inácio,Sacomã,54,60,2,1,340000.0,-46.600277,-23.6067685,coronel francisco inacio,7388395.31,336728.84
apartamento,Paes de Barros,Mooca,91,137,3,1,800000.0,-46.5903398,-23.5676604,paes de barros,7392737.34,337694.76
apartamento,Cristóvão Lins,Vila Guilherme,13,73,3,1,375000.0,-46.6004568,-23.493326,cristovao lins,7400957.4,336570.25
apartamento,Bom Jesus,Água Rasa,21,140,3,2,850000.0,-46.5759372,-23.5591085,bom jesus,7393700.59,339154.49
apartamento,Marcos Portugal,Ipiranga,21,70,3,2,530000.0,-46.6071374,-23.603951,marcos portugal,7388699.46,336025.26
apartamento,Jaú,Jardim América,52,286,3,3,,-46.6605121,-23.5612927,jau,7393361.23,330523.67
apartamento,São Vicente de Paulo,Santa Cecília,142,118,2,1,900000.0,-46.6550719,-23.5352811,sao vicente de paulo,7396248.15,331045.77
apartamento,Santo Amaro,República,8,69,1,0,380000.0,-46.6404661,-23.5545149,santo amaro,7394135.36,332561.42
apartamento,Portugal,Brooklin,1009,48,1,1,750000.0,-46.6853719,-23.6188346,portugal,7386959.36,328060.95
apartamento,Antônio de Bonis,Rio Pequeno,152,62,3,1,380000.0,-46.747248,-23.56995,antonio de bonis,7392297.21,321681.03
apartamento,Fernão Cardim,Jardim Paulista,31,101,2,1,,-46.6529217,-23.5692706,fernao cardim,7392486.72,331308.71
apartamento,Miguel Teles Júnior,Aclimação,44,80,2,0,400000.0,-46.6251568,-23.5675756,miguel teles junior,7392706.85,334140.69
apartamento,Tagipuru,Perdizes,122,122,3,2,1265000.0,-46.6701723,-23.526558,tagipuru,7397196.27,329492.74
apartamento,Jerônima Dias,Santana,41,130,3,1,550000.0,-46.6243036,-23.485968,jeronima dias,7401744.87,334125.49
apartamento,Padre João Manuel,Jardim América,31,287,3,2,,-46.6635964,-23.5630812,padre joao manuel,7393159.52,330211.12
apartamento,Emílio Mallet,Tatuapé,141,125,3,3,1100000.0,-46.5695457,-23.5472401,emilio mallet,7395022.01,339792.55
