tipo_imovel,logradouro,bairro,numero,metragem,quartos,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm
apartamento,Barão de Campos Gerais,Morumbi,102,304,3,3,1585000.0,-46.7050392,-23.6067508,barao de campos gerais,7388273.75,326038.17
apartamento,Padre João Gualberto,Casa Verde,135,49,2,1,350000.0,-46.6536021,-23.4905731,padre joao gualberto,7401200.78,331138.82
apartamento,Ibitinga,Água Rasa,71,65,2,2,480000.0,-46.5805153,-23.5612713,ibitinga,7393455.95,338689.79
apartamento,Chibarás,Moema Índios,41,356,5,5,5780000.0,-46.6599928,-23.6023968,chibaras,7388809.98,330629.46
apartamento,Giestas,Vila Prudente,135B,61,3,1,420000.0,-46.5780454,-23.5939353,giestas,7389841.62,338981.78
apartamento,Dr. Gabriel dos Santos,Santa Cecília,11A,131,3,1,900000.0,-46.6591417,-23.5345167,d gabriel dos santos,7396328.0,330629.25
apartamento,Caravelas,Vila Mariana,142,57,2,1,,-46.6474078,-23.5815054,caravelas,7391138.33,331887.13
apartamento,Gabus Mendes,República,51,96,2,0,480000.0,-46.64248,-23.54478,gabus mendes,7395211.04,332343.47
apartamento,Cipriano Barata,Ipiranga,43,71,2,1,545000.0,-46.6064224,-23.5764146,cipriano barata,7391749.61,336064.0
apartamento,Comendador Miguel Calfat,Vila Olímpia,123,50,1,1,600000.0,-46.6759145,-23.593189,comendador miguel calfat,7389810.72,328992.7
apartamento,Padre João Gualberto,Casa Verde,56,54,2,1,295000.0,-46.6536021,-23.4905731,padre joao gualberto,7401200.78,331138.82
apartamento,J. Carlos,Jardim Botânico,302,148,3,1,2450000.0,-43.20840712,-22.95974519,j. carlos,7459815.94,683680.54
apartamento,Santo Amaro,República,605,24,1,1,315000.0,-46.6408689,-23.5523874,santo amaro,7394370.49,332517.6
apartamento,Padre Pereira de Andrade,Alto De Pinheiros,21,49,2,1,430000.0,-46.7194517,-23.5378619,padre pereira de andrade,7395885.03,324475.8
apartamento,Indaiá,Vila Prudente,112,76,3,2,500000.0,-46.5835197,-23.5824614,indaia,7391106.04,338409.05
apartamento,Virgílio Várzea,Itaim Bibi,122,66,2,1,800000.0,-46.6733214,-23.5834282,virgilio varzea,7390894.73,329244.71
apartamento,Bela Cintra,Jardim América,61,141,3,2,1540000.0,-46.6653576,-23.5599256,bela cintra,7393506.88,330027.28
apartamento,Jaques Félix,Vila Nova Conceição,11,128,2,1,,-46.6719003,-23.5917408,jaques felix,7389975.88,329400.5
apartamento,Lins de Vasconcelos,Cambuci,21,86,3,2,830000.0,-46.6231968,-23.5761628,lins de vasconcelos,7391758.18,334351.54
apartamento,Gustavo Sampaio,Leme,503,77,3,1,840000.0,-43.16656174,-22.9618107,gustavo sampaio,7459534.24,687968.84
apartamento,Correia de Lemos,Saúde,72,120,4,3,1100000.0,-46.6324197,-23.6072369,correia de lemos,7388306.37,333449.41
apartamento,Fábia,Vila Romana,12,172,3,3,1860000.0,-46.6986091,-23.5268786,fabia,7397126.69,326589.48
apartamento,Gironda,Vila Primavera,31,374,4,4,6000000.0,-46.6697687,-23.5791976,gironda,7391367.46,329601.85
apartamento,Genebra,República,701,56,2,1,653621.0,-46.6397973,-23.5535635,genebra,7394241.5,332628.49
apartamento,Vergueiro,Vila Mariana,1804,30,1,1,260000.0,-46.6362138,-23.5857968,vergueiro,7390676.21,333035.09
apartamento,Tito,Vila Romana,21,96,3,1,650000.0,-46.707889,-23.52712,tito,7397088.71,325642.22
apartamento,Alencar Araripe,Sacomã,62,54,2,1,250000.0,-46.5973142,-23.6126835,alencar araripe,7387743.68,337038.49
apartamento,Miranda de Azevedo,Vila Romana,31,62,3,1,570000.0,-46.6898577,-23.5292419,miranda de azevedo,7396875.52,327486.16
apartamento,Rocha,Bela Vista,5,47,1,0,400000.0,-46.6498265,-23.5565201,rocha,7393902.34,331608.4
apartamento,Basílio da Cunha,Cambuci,41,64,2,2,646000.0,-46.618146,-23.5784539,basilio da cunha,7391510.31,334869.94
apartamento,Celso Ramos,Campo Limpo,144,66,3,2,555000.0,-46.7471314,-23.6275574,celso ramos,7385917.71,321770.84
apartamento,Brasílio Machado,Santa Cecília,131,383,3,2,3125000.0,-46.658494,-23.537366,brasilio machado,7396013.24,330699.04
apartamento,Floresto Bandecchi,Jaguaré,33,50,2,1,240000.0,-46.7524093,-23.5457015,floresto bandecchi,7394976.12,321121.34
apartamento,Rui Barbosa,Flamengo,202,264,3,2,2400000.0,-43.1739255,-22.9422392,rui barbosa,7461710.96,687240.65
apartamento,Inhambú,Moema Pássaros,61,113,2,1,1400000.0,-46.6671889,-23.5997303,inhambu,7389096.73,329891.65
apartamento,Aurora,República,105,35,0,0,170000.0,-46.6413993,-23.5405767,aurora,7395677.77,332448.48
apartamento,Divinópolis,Cursino,52,93,3,2,640000.0,-46.6189187,-23.6225808,divinopolis,7386622.87,334846.36
apartamento,Petrarca,Chacara Klabin,14,370,4,4,3500000.0,-46.62789,-23.589857,petrarca,7390236.27,333889.75
apartamento,Franca,Jardim América,41,175,3,2,,-46.6652229,-23.5604273,franca,7393451.48,330041.67
apartamento,General Chagas Santos,Cursino,14,71,3,1,450000.0,-46.6260011,-23.6154108,general chagas santos,7387408.67,334114.69
apartamento,Miranda de Azevedo,Vila Romana,72,118,3,2,1200000.0,-46.6909272,-23.5303987,miranda de azevedo,7396746.13,327378.47
apartamento,Pinto Gonçalves,Perdizes,92,90,3,1,640000.0,-46.6737078,-23.5331235,pinto goncalves,7396465.01,329140.21
apartamento,Barão de Campos Gerais,Morumbi,43,170,3,3,1300000.0,-46.7075641,-23.6099716,barao de campos gerais,7387914.0,325784.76
apartamento,Aureliano Guimarães,Vila Andrade,91,90,1,1,380000.0,-46.736863,-23.6273094,aureliano guimaraes,7385957.95,322818.23
apartamento,Olga Fadel Abarca,Cidade Líder,905,46,2,1,245000.0,-46.5023784,-23.5736675,olga fadel abarca,7392169.06,346680.26
apartamento,Joaquim Eugênio de Lima,Jardim Paulista,24,99,2,1,,-46.6576224,-23.5728057,joaquim eugenio de lima,7392089.7,330833.41
apartamento,Caraíbas,Sumaré,21,115,2,2,1045000.0,-46.6869555,-23.5385089,caraibas,7395852.78,327794.57
apartamento,Joaquim Távora,Aclimação,214,50,1,1,,-46.63535957,-23.58328498,joaquim tavora,7390955.36,333119.1
apartamento,Dino Bueno,Bom Retiro,43,43,1,1,300000.0,-46.6453897,-23.5292584,dino bueno,7396926.47,332026.69
apartamento,Brigadeiro Luís Antônio,República,612,62,2,1,685000.0,-46.63900266,-23.55485365,brigadeiro luis antonio,7394099.56,332711.24
apartamento,Mascote,Jabaquara,22,85,3,2,800000.0,-46.6707482,-23.6449119,mascote,7384089.05,329586.9
apartamento,Fernão Cardim,Jardim Paulista,61,178,3,3,,-46.6539463,-23.568214,fernao cardim,7392602.52,331202.77
apartamento,Lorena,Jardim América,72,145,2,1,,-46.6672397,-23.5626733,lorena,7393200.36,329838.68
apartamento,Atibaia,Perdizes,91,378,4,4,2800000.0,-46.6677131,-23.5390214,atibaia,7395819.0,329759.89
apartamento,Moacir Guimarães,Sacomã,84A,83,2,1,370000.0,-46.592585,-23.626131,moacir guimaraes,7386259.91,337537.65
apartamento,Belgas,Bela Vista,111,246,4,3,1650000.0,-46.6472638,-23.5628491,belgas,7393204.48,331878.07
apartamento,Dom Armando Lombardi,Morumbi,72,98,1,2,1100000.0,-46.7216433,-23.5856859,dom armando lombardi,7390586.23,324315.67
apartamento,Martiniano de Carvalho,Bela Vista,52,121,2,1,590000.0,-46.6410901,-23.5600463,martiniano de carvalho,7393522.09,332504.73
apartamento,Manoel Antônio Pinto,Vila Andrade,51,51,2,1,245000.0,-46.7294594,-23.613565,manoel antonio pinto,7387489.2,323555.23
apartamento,Ambrizette,Vila Andrade,31,200,4,4,1300000.0,-46.7197064,-23.627551,ambrizette,7385952.36,324569.1
apartamento,Campinas,Jardim Paulista,11,272,3,2,2990000.0,-46.6534855,-23.5664444,campinas,7392799.03,331247.55
apartamento,Mário Vicente,Ipiranga,23,65,2,1,410000.0,-46.6134172,-23.5903107,mario vicente,7390202.75,335367.39
apartamento,Interlagos,Campo Grande,71,50,2,1,330000.0,-46.6780699,-23.6705261,interlagos,7381243.74,328873.3
apartamento,Sebastião Henriques,Limão,73,53,2,1,340000.0,-46.6798887,-23.5000561,sebastiao henriques,7400119.5,328466.26
apartamento,Itu,Jardim América,102,104,2,1,,-46.6637606,-23.5602755,itu,7393470.02,330190.75
apartamento,James Ferraz Alvim,Vila Andrade,102,127,4,3,600000.0,-46.732787,-23.6172359,james ferraz alvim,7387078.57,323220.6
apartamento,João Simões de Souza,Vila Andrade,13,56,2,1,300000.0,-46.7440735,-23.6244046,joao simoes de souza,7386270.68,322078.59
apartamento,Santa Mônica,Pirituba,38,67,2,1,255000.0,-46.7479863,-23.4785326,santa monica,7402420.07,321482.35
apartamento,João Avelino Pinho Mellão,Morumbi,81,159,3,3,1000000.0,-46.7227703,-23.6079969,joao avelino pinho mellao,7388114.07,324230.39
apartamento,Fábia,Vila Romana,61,84,3,1,550000.0,-46.6916353,-23.5269953,fabia,7397122.17,327301.72
apartamento,Palestina,Jabaquara,172,196,3,3,1400000.0,-46.670722,-23.6447148,palestina,7384110.91,329589.31
apartamento,Veiga Filho,Higienópolis,11,260,4,3,2200000.0,-46.6601569,-23.5397647,veiga filho,7395745.64,330532.33
apartamento,Guiratinga,Saúde,104,125,3,2,750000.0,-46.6322525,-23.6102962,guiratinga,7387967.79,333470.34
apartamento,General Olímpio da Silveira,Bom Retiro,21,86,2,0,380000.0,-46.6602523,-23.5317593,general olimpio da silveira,7396632.04,330512.33
apartamento,Jacutinga,Moema Pássaros,12,89,2,1,998000.0,-46.6664239,-23.6023937,jacutinga,7388802.7,329973.16
apartamento,Brigadeiro Luís Antônio,Paraíso,72,75,3,2,800000.0,-46.6522397,-23.5713525,brigadeiro luis antonio,7392256.97,331380.99
apartamento,Agente Gomes,Santana,181,215,4,3,1650000.0,-46.6222442,-23.4884144,agente gomes,7401476.34,334338.89
apartamento,César Guimarães,Chacara Klabin,61,60,2,1,460000.0,-46.6177239,-23.5801454,cesar guimaraes,7391323.48,334915.14
apartamento,Bela Cintra,Jardim América,102,144,3,1,,-46.6701732,-23.5642732,bela cintra,7393019.7,329541.29
apartamento,Mandu,Penha,11,52,2,1,330000.0,-46.5204791,-23.5206476,mandu,7398020.68,344770.51
apartamento,Lord Cockrane,Ipiranga,151,140,3,3,1290000.0,-46.6069907,-23.5933942,lord cockrane,7389868.67,336027.1
apartamento,Vasconcelos Drumond,Ipiranga,81,139,4,3,960000.0,-46.6118674,-23.5779928,vasconcelos drumond,7391568.59,335510.2
apartamento,Morais de Barros,Campo Belo,161,390,4,5,3590000.0,-46.6720764,-23.6163033,morais de barros,7387255.61,329414.33
apartamento,Joaquim Nabuco,Ipanema,101,63,2,0,1260000.0,-43.19266161,-22.98636465,joaquim nabuco,7456848.37,685258.9
apartamento,Frederico Steidel,Santa Cecília,61,88,2,0,480000.0,-46.6476299,-23.5394858,frederico steidel,7395791.28,331810.96
apartamento,José Estefno,Chacara Klabin,91,139,3,3,1400000.0,-46.6278733,-23.5939969,jose estefno,7389777.84,333896.67
apartamento,Ibijaú,Moema Pássaros,81,227,3,3,2250000.0,-46.6672708,-23.6043633,ibijau,7388583.58,329889.27
apartamento,Ivo Define Frasca,Vila Olímpia,62,149,4,2,1875000.0,-46.6741648,-23.5934259,ivo define frasca,7389786.57,329171.57
apartamento,José Jannarelli,Morumbi,201,160,4,2,1350000.0,-46.7184418,-23.5867635,jose jannarelli,7390470.82,324643.86
apartamento,Dom Pedro I,Ipiranga,22,126,3,1,585000.0,-46.6115364,-23.5718953,dom pedro i,7392244.2,335536.39
apartamento,Rainha Guilhermina,Leblon,106,90,2,0,1490000.0,-43.2277574,-22.9838366,rainha guilhermina,7457172.22,681664.02
apartamento,Duque Costa,Campo Grande,13,66,3,1,420000.0,-46.6905018,-23.6581044,duque costa,7382604.38,327588.97
apartamento,Engenheiro Edgar Egídio de Souza,Higienópolis,151,254,4,3,,-46.6641513,-23.5428985,engenheiro edgar egidio de souza,7395393.88,330128.53
apartamento,Bueno Brandão,Vila Nova Conceição,133,102,2,2,1700000.0,-46.6718958,-23.590298,bueno brandao,7390135.66,329399.1
apartamento,Raimundo Simão de Souza,Vila Andrade,61,228,4,3,830000.0,-46.7406169,-23.6204656,raimundo simao de souza,7386711.19,322425.98
apartamento,Alba,Jabaquara,111,62,2,1,300000.0,-46.6645592,-23.6526444,alba,7383240.12,330228.27
apartamento,Enéias Luís Carlos Barbanti,Freguesia do Ó,1303B,48,2,1,300000.0,-46.6949922,-23.5037949,eneias luis carlos barbanti,7399687.35,326928.62
apartamento,Mangabeiras,Higienópolis,11,194,3,3,2380000.0,-46.6628053,-23.5403526,mangabeiras,7395677.41,330262.68
apartamento,Marquês de Sabará,Morumbi,6,359,4,4,1500000.0,-46.7055279,-23.6059931,marques de sabara,7388357.06,325987.3
apartamento,Chibarás,Moema Índios,32,75,3,1,850000.0,-46.6583692,-23.6035286,chibaras,7388686.57,330796.6
apartamento,Antônio de Proença,Pirituba,121,74,2,1,430000.0,-46.708686,-23.5056172,antonio de proenca,7399468.97,325532.49
apartamento,Graúna,Moema Pássaros,61,160,4,3,,-46.6732817,-23.5998493,grauna,7389076.3,329270.02
apartamento,Indiana,Brooklin,12,166,3,3,1575000.0,-46.6830128,-23.6119284,indiana,7387727.0,328292.67
apartamento,Antônio de Barros,Tatuapé,141,160,4,2,1100000.0,-46.5540715,-23.5523855,antonio de barros,7394469.44,341378.48
apartamento,Miguel Teles Júnior,Aclimação,64,86,3,0,500000.0,-46.6256647,-23.5679329,miguel teles junior,7392666.69,334089.3
apartamento,Francisco Dias,Cursino,12,101,3,2,800000.0,-46.620775,-23.61445,francisco dias,7387521.12,334646.75
apartamento,João Antônio de Oliveira,Mooca,601,110,2,2,1050000.0,-46.606369,-23.5564048,joao antonio de oliveira,7393965.5,336044.61
apartamento,Casa Branca,Jardim América,19,306,3,3,,-46.6595556,-23.565769,casa branca,7392866.65,330627.06
apartamento,Afonso Pena,Bom Retiro,61,43,2,0,270000.0,-46.6330605,-23.5265294,afonso pena,7397243.06,333282.14
apartamento,Pinheiro Machado,Laranjeiras,502,173,4,1,1850000.0,-43.18417904,-22.93549016,pinheiro machado,7462471.37,686198.27
apartamento,Rio Verde,Freguesia do Ó,81,54,2,1,370000.0,-46.7067235,-23.4890159,rio verde,7401309.79,325711.08
apartamento,Fernando de Noronha,Saúde,13,56,2,0,480000.0,-46.6341878,-23.6087094,fernando de noronha,7388141.25,333270.85
apartamento,José de Oliveira Coelho,Vila Andrade,141,80,3,2,510000.0,-46.7387574,-23.6246294,jose de oliveira coelho,7386252.39,322621.33
apartamento,Alfredo Pujol,Santana,32,65,2,1,540000.0,-46.6389152,-23.5009767,alfredo pujol,7400065.9,332652.03
apartamento,Princesa Isabel,Copacabana,716,50,1,1,520000.0,-43.17528,-22.96083,princesa isabel,7459653.97,687076.16
apartamento,Marquês Olinda,Ipiranga,44,56,2,1,530000.0,-46.6116023,-23.6001767,marques olinda,7389112.3,335564.92
apartamento,Caetanópolis,Jaguaré,34,49,2,1,310000.0,-46.755014,-23.54297,caetanopolis,7395275.36,320851.7
apartamento,Grito,Ipiranga,14,57,2,1,370000.0,-46.5999445,-23.5988421,grito,7389273.44,336752.95
apartamento,Sabará,Higienópolis,12,128,3,1,1070000.0,-46.6548755,-23.5470041,sabara,7394950.19,331080.8
apartamento,Sebastião Guimarães Correa,Saúde,36,60,2,1,550000.0,-46.63383297,-23.62571508,sebastiao guimaraes correa,7386258.47,333328.57
apartamento,Sararé,Vila Madalena,51,87,1,1,830000.0,-46.7086223,-23.5418257,sarare,7395459.29,325586.74
apartamento,Sebastião Sarmento Mena,Sacomã,24,60,2,1,250000.0,-46.60218,-23.63293,sebastiao sarmento mena,7385496.06,336567.11
apartamento,Paula Freitas,Copacabana,1001,240,3,1,2000000.0,-43.18312175,-22.96782381,paula freitas,7458889.47,686262.42
apartamento,Campinas,Jardim Paulista,42,65,1,1,672000.0,-46.6549494,-23.5671796,campinas,7392715.88,331099.06
apartamento,Capistrano de Abreu,Humaitá,207,85,2,1,1050000.0,-43.19578064,-22.95440967,capistrano de abreu,7460390.93,684982.61
apartamento,Tonelero,Copacabana,703,33,1,0,460000.0,-43.18695231,-22.96754313,tonelero,7458925.4,685870.01
apartamento,Franca,Jardim Paulista,10,224,3,3,3410000.0,-46.6560747,-23.5685205,franca,7392566.07,330985.91
apartamento,Deputado Laércio Corte,Vila Andrade,12,145,3,2,750000.0,-46.7262782,-23.6224551,deputado laercio corte,7386508.61,323891.74
apartamento,Palmeiras,Santa Cecília,12,53,1,0,360000.0,-46.6502802,-23.5380425,palmeiras,7395948.0,331538.53
apartamento,Croata,Vila Romana,61,84,2,1,420000.0,-46.70539,-23.531996,croata,7396551.77,325903.81
apartamento,Pérolas,Jabaquara,811,82,1,2,450000.0,-46.6370464,-23.6520598,perolas,7383337.31,333034.14
apartamento,Pérolas,Jabaquara,707,50,2,1,390000.0,-46.6370464,-23.6520598,perolas,7383337.31,333034.14
apartamento,Barão de Limeira,Bom Retiro,34,52,2,0,360000.0,-46.6479208,-23.5340327,barao de limeira,7396394.81,331774.32
apartamento,José de Andrade Figueira,Vila Andrade,9,240,4,3,1280000.0,-46.7421626,-23.6188089,jose de andrade figueira,7386892.74,322266.02
apartamento,Camillo Nader,Morumbi,61,123,3,2,650000.0,-46.7065389,-23.6130056,camillo nader,7387579.25,325893.39
apartamento,Cardoso de Almeida,Perdizes,45,46,1,0,392000.0,-46.6638277,-23.5322255,cardoso de almeida,7396576.19,330147.86
apartamento,Ministro Rocha Azevedo,Jardim América,7,249,3,2,3200000.0,-46.6656366,-23.5673677,ministro rocha azevedo,7392682.41,330008.37
apartamento,Iubatinga,Vila Andrade,701,98,3,2,450000.0,-46.7346392,-23.6272005,iubatinga,7385972.76,323044.99
apartamento,Descampado,Sacomã,55,74,3,2,565000.0,-46.6032066,-23.6219499,descampado,7386710.8,336448.73
apartamento,Nanuque,Vila Leopoldina,133,79,3,1,725000.0,-46.7271332,-23.5288616,nanuque,7396872.32,323679.5
apartamento,Morais de Barros,Campo Belo,163,143,3,3,1700000.0,-46.6736182,-23.6149937,morais de barros,7387398.79,329255.3
apartamento,Sousa Barros,Saúde,405B,81,2,2,890000.0,-46.6433362,-23.6290072,sousa barros,7385882.78,332363.14
apartamento,Piauí,Higienópolis,13,260,3,2,1900000.0,-46.6565965,-23.5458607,piaui,7395074.78,330903.64
apartamento,Engenheiro Jorge Oliva,Jabaquara,41,124,3,3,957000.0,-46.6688719,-23.646011,engenheiro jorge oliva,7383969.58,329779.73
apartamento,Ronaldo de Carvalho,Santana,22,93,3,3,650000.0,-46.6132066,-23.4920511,ronaldo de carvalho,7401084.01,335266.49
apartamento,Barata Ribeiro,Copacabana,203,72,1,0,780000.0,-43.18389551,-22.9674205,barata ribeiro,7458935.11,686183.63
apartamento,Miranda de Azevedo,Vila Romana,114,100,3,2,950000.0,-46.6925938,-23.5335226,miranda de azevedo,7396398.19,327212.38
apartamento,Marquês Olinda,Ipiranga,54,56,2,1,560000.0,-46.6116023,-23.6001767,marques olinda,7389112.3,335564.92
apartamento,Condessa Elisabeth de Robiano,Tatuapé,14,56,2,1,290000.0,-46.5796966,-23.5277932,condessa elisabeth de robiano,7397164.11,338732.52
apartamento,Simão Pereira,Aclimação,92,87,3,2,800000.0,-46.6353387,-23.5753772,simao pereira,7391831.08,333111.23
apartamento,Itapimirum,Vila Andrade,135,60,2,0,520000.0,-46.7330177,-23.6310966,itapimirum,7385543.3,323215.67
apartamento,José Maria Lisboa,Jardim Paulista,21,104,2,1,1100000.0,-46.6548218,-23.5710249,jose maria lisboa,7392290.21,331117.0
apartamento,Albuquerque Lins,Santa Cecília,61,209,3,2,1800000.0,-46.6563727,-23.5351194,albuquerque lins,7396264.53,330912.75
apartamento,Raimundo Pereira de Magalhães,Lapa,154A,66,2,1,550000.0,-46.7138676,-23.5137837,raimundo pereira de magalhaes,7398558.3,325014.11
apartamento,Fernandes Moreira,Santo Amaro,181,211,4,3,1650000.0,-46.700377,-23.6332678,fernandes moreira,7385342.87,326548.87
apartamento,Seringueiras,Jabaquara,151,132,3,2,1000000.0,-46.6449728,-23.6496616,seringueiras,7383593.6,332222.49
apartamento,Paracuê,Sumaré,31,155,3,2,1600000.0,-46.6861265,-23.5473801,paracue,7394871.38,327890.76
apartamento,Itatupa,Vila Andrade,12,72,3,2,447000.0,-46.7326681,-23.6301706,itatupa,7385646.29,323250.09
apartamento,Paulista,Paraíso,131,214,3,1,2160000.0,-46.6447663,-23.5711206,paulista,7392291.43,332143.53
apartamento,Francisco Otaviano,Ipanema,505,75,2,2,2010000.0,-43.19336573,-22.98755032,francisco otaviano,7456717.96,685185.09
apartamento,João Pimenta,Santo Amaro,91,113,3,1,830000.0,-46.6919446,-23.6342548,joao pimenta,7385243.78,327410.5
apartamento,Edson,Campo Belo,152,82,2,1,800000.0,-46.6774306,-23.6202796,edson,7386808.87,328873.15
apartamento,Corrientes,Lapa,21,135,4,2,1155000.0,-46.7112261,-23.5231622,corrientes,7397522.94,325296.24
apartamento,Adolfo Gordo,Bom Retiro,55,42,1,1,340000.0,-46.6493784,-23.5333959,adolfo gordo,7396463.61,331624.69
apartamento,Dr. Gabriel dos Santos,Santa Cecília,141,189,4,3,2700000.0,-46.660111,-23.537501,d gabriel dos santos,7395996.38,330534.11
apartamento,Santo Antônio,Bela Vista,22,97,2,1,500000.0,-46.6466936,-23.5527114,santo antonio,7394327.79,331923.38
apartamento,Catão,Vila Romana,63,60,1,1,400000.0,-46.7009258,-23.5289382,catao,7396895.8,326355.62
apartamento,Jamanari,Vila Andrade,11,133,4,3,900000.0,-46.7335156,-23.6297688,jamanari,7385689.73,323163.08
apartamento,Artur de Azevedo,Pinheiros,72,87,2,0,700000.0,-46.6894517,-23.5674723,artur de azevedo,7392642.36,327577.51
apartamento,Capitão Fidélis,Santo Amaro,22,49,1,1,230000.0,-46.7086307,-23.6577488,capitao fidelis,7382621.74,325739.19
apartamento,Charles Spencer Chaplin,Vila Andrade,1707A,51,1,1,400000.0,-46.735993,-23.623195,charles spencer chaplin,7386414.67,322901.47
apartamento,Dois de Julho,Ipiranga,910,34,1,1,410000.0,-46.5989596,-23.5957935,dois de julho,7389612.16,336849.69
apartamento,Prefeito Fábio Prado,Chacara Klabin,4,138,4,2,,-46.6282995,-23.5912458,prefeito fabio prado,7390082.0,333849.71
apartamento,Alegria,Brás,705,57,2,1,399000.0,-46.61594262,-23.54948469,alegria,7394720.83,335058.65
apartamento,Augusta,Jardim América,54,100,2,0,785000.0,-46.6685017,-23.5662055,augusta,7392807.71,329714.41
apartamento,Conselheiro Brotero,Bom Retiro,23,59,1,0,320000.0,-46.6565705,-23.5296582,conselheiro brotero,7396869.06,330885.57
apartamento,Sá Ferreira,Copacabana,104,72,2,0,670000.0,-43.19288316,-22.9812957,sa ferreira,7457409.97,685243.1
apartamento,Nossa Senhora das Mercês,Sacomã,131,65,2,1,280000.0,-46.6063819,-23.6268162,nossa senhora das merces,7386168.28,336130.8
apartamento,Paul Redfern,Ipanema,308,40,1,1,900000.0,-43.21421878,-22.98446304,paul redfern,7457086.02,683051.27
apartamento,Baltazar da Veiga,Vila Nova Conceição,71,154,3,2,,-46.6708772,-23.5942457,baltazar da veiga,7389699.71,329508.16
apartamento,José Galante,Vila Andrade,51,290,4,5,1700000.0,-46.7328815,-23.6179835,jose galante,7386995.66,323211.96
apartamento,João Ramalho,Perdizes,83,157,3,2,1600000.0,-46.6794055,-23.5317443,joao ramalho,7396610.94,328556.66
apartamento,Canário,Moema Pássaros,202,230,3,3,2300000.0,-46.6697899,-23.6045371,canario,7388561.33,329632.43
apartamento,Demóstenes,Campo Belo,21,150,3,3,1370000.0,-46.6735279,-23.6168548,demostenes,7387192.8,329266.93
apartamento,Sócrates,Campo Grande,82,73,3,0,400000.0,-46.6917602,-23.6596547,socrates,7382431.17,327462.64
apartamento,Jaú,Jardim Paulista,101,151,3,3,,-46.6549647,-23.5659305,jau,7392854.19,331095.9
apartamento,Baronesa de Itu,Santa Cecília,101,186,4,3,1940000.0,-46.6598435,-23.5386369,baronesa de itu,7395870.9,330562.88
apartamento,Casa Branca,Jardim América,502,163,3,2,,-46.6598305,-23.5660372,casa branca,7392836.63,330599.34
apartamento,Abagiba,Sacomã,52,50,2,1,270000.0,-46.6068671,-23.62074,abagiba,7386840.59,336073.73
apartamento,Mofarrej,Vila Leopoldina,212,94,2,2,850000.0,-46.7383476,-23.5254937,mofarrej,7397231.46,322529.88
apartamento,Tiradentes,Bom Retiro,181,50,2,1,360000.0,-46.6293123,-23.5226092,tiradentes,7397681.52,333659.93
apartamento,Itamira,Vila Andrade,21,190,4,4,1150000.0,-46.7337225,-23.6271122,itamira,7385983.68,323138.4
apartamento,Visconde de Albuquerque,Leblon,202,111,2,1,1740000.0,-43.2261827,-22.9788019,visconde de albuquerque,7457727.8,681832.21
apartamento,Jaguaré,Jaguaré,135,57,3,2,460000.0,-46.7450488,-23.5525761,jaguare,7394223.98,321882.09
apartamento,Oscar Monteiro de Barros,Vila Andrade,81,180,3,4,950000.0,-46.7346977,-23.6177688,oscar monteiro de barros,7387017.19,323026.34
apartamento,Estudantes,Sé,109,27,0,0,209000.0,-46.63175,-23.55532,estudantes,7394056.36,333452.23
apartamento,Cajuru,Belém,44,45,2,1,340000.0,-46.6021147,-23.544698,cajuru,7395266.74,336464.42
apartamento,Jesuíno Arruda,Itaim Bibi,21,38,1,1,540000.0,-46.6766171,-23.5827904,jesuino arruda,7390961.42,328907.5
apartamento,José Maria Lisboa,Jardim América,22,151,3,2,1940000.0,-46.6597559,-23.5665029,jose maria lisboa,7392785.15,330607.55
apartamento,Epitácio Pessoa,Lagoa,102,187,3,2,2990000.0,-43.20800013,-22.97198951,epitacio pessoa,7458459.53,683705.72
apartamento,João Lourenço,Vila Nova Conceição,142,79,2,2,,-46.6716305,-23.5891898,joao lourenco,7390258.7,329424.74
apartamento,Cipriano Barata,Ipiranga,23,125,3,2,1070000.0,-46.6055457,-23.5850556,cipriano barata,7390793.72,336164.21
apartamento,Cabo Basílio Zequim Júnior,Vila Maria,404,54,2,1,260000.0,-46.5663997,-23.5202423,cabo basilio zequim junior,7398015.14,340081.08
apartamento,Alfândega,Brás,225,63,2,1,450000.0,-46.6246222,-23.5401528,alfandega,7395744.21,334160.85
apartamento,Leandro Teixeira,Morumbi,202,70,2,1,200000.0,-46.7262278,-23.6106232,leandro teixeira,7387818.97,323881.07
apartamento,Mercedes Salano Castineiras,Sacomã,35,57,2,2,290000.0,-46.5917757,-23.6314481,mercedes salano castineiras,7385672.03,337626.78
apartamento,Taquari,Mooca,152,100,3,2,970000.0,-46.5946488,-23.5484483,taquari,7394859.94,337231.25
apartamento,Lorena,Jardim América,92,156,3,3,,-46.6675162,-23.5623495,lorena,7393235.89,329810.04
apartamento,Humberto de Campos,Leblon,1901,135,4,2,2999000.0,-43.2200709,-22.9816266,humberto de campos,7457407.41,682455.07
apartamento,Caio Prado,Bela Vista,1113,63,2,1,780000.0,-46.6473438,-23.5510825,caio prado,7394507.41,331854.93
apartamento,Joaquim Eugênio de Lima,Jardim Paulista,43,103,2,2,,-46.6581478,-23.5734983,joaquim eugenio de lima,7392012.38,330780.67
apartamento,Jaú,Jardim América,9,228,3,2,,-46.6591981,-23.5621843,jau,7393264.04,330658.95
apartamento,Schilling,Vila Leopoldina,901,38,1,1,,-46.7299134,-23.5312901,schilling,7396599.96,323398.86
