tipo_imovel,logradouro,bairro,numero,metragem,quartos,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm,lugares_alimentacao,lugares_servicos,outros,lugares_comercio,lugares_cultura,lugares_saude,lugares_educacao,lugares_religiosos,lugares_parques,lugares_estadios,lugares_turismo,lugares_metro_trem,lugares_transporte
apartamento,Celso Ramos,Campo Limpo,194,73,3,2,500000.0,-46.746715,-23.626691,celso ramos,7386014.18,321812.15,33.0,19.0,0.0,10.0,1.0,6.0,9.0,38.0,30.0,0.0,0.0,0.0,0.0
apartamento,Frei Caneca,Bela Vista,809,35,2,0,445200.0,-46.65088239999999,-23.5527111,frei caneca,7394322.9,331495.75,500.0,126.0,95.0,225.0,406.0,167.0,353.0,116.0,209.0,0.0,724.0,252.0,96.0
apartamento,Mofarrej,Vila Leopoldina,273,154,2,3,1200000.0,-46.7437917,-23.5342272,mofarrej,7396257.54,321985.72,3.0,13.0,0.0,8.0,5.0,3.0,0.0,2.0,0.0,0.0,41.0,0.0,0.0
apartamento,Giovanni Gronchi,Vila Andrade,112,86,2,2,420000.0,-46.7317061,-23.6174366,giovanni gronchi,7387057.68,323331.16,26.0,15.0,91.0,18.0,4.0,1.0,28.0,31.0,12.0,58.0,0.0,0.0,0.0
apartamento,Gomes de Carvalho,Vila Olímpia,34,75,3,1,745000.0,-46.6822966,-23.598361999999998,gomes de carvalho,7389230.21,328348.09,187.0,99.0,2.0,96.0,4.0,44.0,52.0,92.0,18.0,1.0,2.0,61.0,0.0
apartamento,Coronel Francisco Júlio César Alfieri,Cidade Ademar,23,70,3,1,535000.0,-46.6698826,-23.656612699999997,coronel francisco julio cesar alfieri,7382794.33,329690.36,8.0,10.0,2.0,4.0,1.0,7.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0
apartamento,Sabiá,Moema Pássaros,52,87,3,1,0.0,-46.6677209,-23.598288399999998,sabia,7389255.78,329835.5,142.0,31.0,0.0,27.0,17.0,75.0,86.0,91.0,144.0,0.0,111.0,59.0,0.0
apartamento,Alceu Maynard Araújo,Santo Amaro,13,66,2,1,700000.0,-46.714363,-23.6367577,alceu maynard araujo,7384939.34,325126.54,17.0,7.0,4.0,3.0,1.0,4.0,10.0,7.0,39.0,0.0,0.0,0.0,0.0
apartamento,Tagipuru,Perdizes,52,104,2,1,680000.0,-46.6639834,-23.5306115,tagipuru,7396754.73,330129.89,89.0,48.0,107.0,30.0,45.0,17.0,63.0,29.0,120.0,0.0,96.0,91.0,0.0
apartamento,Rio Branco,República,207,50,2,0,270000.0,-46.6419586,-23.5368538,rio branco,7396089.38,332386.66,194.0,60.0,86.0,319.0,276.0,16.0,202.0,86.0,63.0,0.0,610.0,403.0,0.0
apartamento,Japurá,República,1,35,0,0,245000.0,-46.641464,-23.551387,japura,7394480.57,332455.58,376.0,145.0,127.0,198.0,563.0,21.0,419.0,158.0,113.0,1.0,1279.0,509.0,0.0
apartamento,Nazira Carone,Vila Andrade,34,75,2,1,400000.0,-46.7306686,-23.6244523,nazira carone,7386282.02,323446.44,23.0,30.0,2.0,60.0,1.0,7.0,19.0,16.0,44.0,0.0,0.0,0.0,0.0
apartamento,Urimonduba,Itaim Bibi,82,145,2,1,0.0,-46.672622499999996,-23.5788356,urimonduba,7391404.15,329310.1,73.0,50.0,2.0,34.0,186.0,74.0,0.0,77.0,4.0,0.0,0.0,0.0,0.0
apartamento,Aureliano Coutinho,Santa Cecília,41,75,2,1,0.0,-46.6527063,-23.5404919,aureliano coutinho,7395673.9,331293.95,218.0,51.0,189.0,97.0,172.0,56.0,178.0,103.0,105.0,0.0,448.0,237.0,0.0
apartamento,José Galante,Vila Andrade,41,271,4,5,1700000.0,-46.7328815,-23.617983499999998,jose galante,7386995.66,323211.96,31.0,16.0,92.0,18.0,5.0,11.0,11.0,28.0,10.0,58.0,0.0,0.0,0.0
apartamento,João Antônio de Oliveira,Mooca,903,110,2,2,848000.0,-46.606369,-23.5564048,joao antonio de oliveira,7393965.5,336044.61,20.0,20.0,0.0,2.0,45.0,5.0,23.0,13.0,105.0,77.0,168.0,110.0,0.0
apartamento,Conceição,Vila Guilherme,162,237,1,2,1100000.0,-46.6096894,-23.4998164,conceicao,7400228.14,335635.35,35.0,34.0,0.0,12.0,10.0,13.0,39.0,40.0,14.0,0.0,2.0,23.0,0.0
apartamento,Karlina Reiman Wandabeg,Vila Sônia,83,54,2,1,280000.0,-46.7418427,-23.6031842,karlina reiman wandabeg,7388623.47,322277.58,24.0,2.0,2.0,4.0,1.0,2.0,1.0,28.0,17.0,0.0,0.0,0.0,0.0
apartamento,Bárbara Heliodora,Vila Romana,11,60,2,0,430000.0,-46.694134999999996,-23.533144699999998,barbara heliodora,7396438.18,327054.52,68.0,37.0,3.0,13.0,25.0,7.0,29.0,71.0,8.0,0.0,0.0,0.0,0.0
apartamento,Alba,Jabaquara,44,57,3,1,320000.0,-46.6526494,-23.640486399999997,alba,7384600.62,331427.62,6.0,10.0,2.0,9.0,27.0,4.0,0.0,31.0,25.0,0.0,0.0,0.0,0.0
apartamento,Itacema,Itaim Bibi,81,106,2,2,1490000.0,-46.672958,-23.5792587,itacema,7391356.89,329276.4,73.0,57.0,2.0,34.0,186.0,75.0,0.0,77.0,4.0,0.0,0.0,0.0,0.0
apartamento,Miranda de Azevedo,Vila Romana,11,106,3,2,899000.0,-46.6925938,-23.5335226,miranda de azevedo,7396398.19,327212.38,61.0,39.0,3.0,13.0,25.0,5.0,28.0,69.0,8.0,0.0,0.0,0.0,0.0
apartamento,Itajaí,Mooca,23,64,2,1,465000.0,-46.602123600000006,-23.551521899999997,itajai,7394511.07,336471.95,20.0,18.0,0.0,5.0,0.0,4.0,23.0,20.0,52.0,77.0,85.0,78.0,0.0
apartamento,Lorena,Jardim América,92,150,3,1,0.0,-46.6672397,-23.5626733,lorena,7393200.36,329838.68,308.0,69.0,12.0,180.0,283.0,67.0,90.0,40.0,63.0,0.0,186.0,380.0,0.0
apartamento,Voluntários da Pátria,Santana,21,106,3,2,710000.0,-46.626322200000004,-23.4933656,voluntarios da patria,7400923.35,333928.58,41.0,35.0,3.0,28.0,4.0,28.0,50.0,36.0,39.0,0.0,0.0,23.0,5.0
apartamento,Oscar Freire,Pinheiros,43,107,3,1,805000.0,-46.6733981,-23.5586628,oscar freire,7393637.16,329204.84,211.0,36.0,5.0,39.0,191.0,23.0,113.0,43.0,26.0,0.0,163.0,267.0,0.0
apartamento,Itaboraí,Saúde,73,59,2,1,462000.0,-46.6300368,-23.6082313,itaborai,7388199.03,333693.83,32.0,30.0,2.0,22.0,0.0,18.0,62.0,62.0,0.0,0.0,0.0,46.0,0.0
apartamento,Campinas,Bela Vista,112,42,1,1,395000.0,-46.650571500000005,-23.563333800000002,campinas,7393146.92,331541.04,339.0,295.0,18.0,412.0,390.0,244.0,92.0,156.0,302.0,0.0,284.0,170.0,96.0
apartamento,Cândido Espinheira,Perdizes,11,94,3,1,670000.0,-46.6657202,-23.5323588,candido espinheira,7396559.18,329954.8,74.0,54.0,97.0,62.0,47.0,30.0,63.0,37.0,120.0,0.0,96.0,9.0,0.0
apartamento,Póvoa de Varzim,Capão Redondo,34,63,2,1,210000.0,-46.7915611,-23.6502539,povoa de varzim,7383348.05,317268.98,5.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
apartamento,Ministro Viveiros de Castro,Copacabana,411,27,1,0,410000.0,-43.17482165,-22.96326179,ministro viveiros de castro,7459384.1,687119.81,60.0,51.0,5.0,57.0,51.0,14.0,10.0,52.0,35.0,0.0,14.0,11.0,0.0
apartamento,Michel Milan,Vila Olímpia,121,278,4,3,8870000.0,-46.68277570000001,-23.596464,michel milan,7389439.82,328296.72,196.0,105.0,9.0,95.0,3.0,44.0,52.0,78.0,38.0,1.0,2.0,61.0,0.0
apartamento,Bolivar,Copacabana,203,80,2,0,850000.0,-43.19252854,-22.97568157,bolivar,7458031.22,685287.12,99.0,77.0,21.0,88.0,27.0,56.0,10.0,88.0,26.0,0.0,12.0,33.0,0.0
apartamento,Correggio,Vila Sônia,12,128,3,3,645000.0,-46.73223532,-23.61045309,correggio,7387830.4,323267.79,44.0,20.0,91.0,21.0,5.0,8.0,27.0,43.0,2.0,58.0,0.0,0.0,0.0
apartamento,Cidade de Bagdá,Jabaquara,84,49,2,1,250000.0,-46.6560812,-23.658694600000004,cidade de bagda,7382580.18,331100.89,6.0,16.0,1.0,10.0,0.0,2.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0
apartamento,Engenheiro Thomaz Magalhães,Vila Prudente,2125,59,2,1,339200.0,-46.552110600000006,-23.6040546,engenheiro thomaz magalhaes,7388750.0,341640.67,5.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Renato Egídio de Souza Aranha,Rio Pequeno,22,135,3,3,850000.0,-46.751683,-23.558473,renato egidio de souza aranha,7393562.68,321212.78,15.0,12.0,2.0,3.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0
apartamento,Maestro Arturo de Angelis,Pirituba,621,86,3,2,650000.0,-46.731774,-23.4889288,maestro arturo de angelis,7401288.83,323152.3,5.0,1.0,1.0,1.0,0.0,4.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0
apartamento,Lorena,Jardim América,22A,115,3,1,0.0,-46.66124,-23.5681833,lorena,7392597.3,330458.22,354.0,206.0,15.0,235.0,400.0,149.0,89.0,27.0,163.0,0.0,188.0,85.0,0.0
apartamento,Sena Madureira,Vila Clementino,2003,26,0,1,220000.0,-46.647701399999995,-23.5932381,sena madureira,7389838.71,331872.12,84.0,24.0,2.0,20.0,229.0,40.0,262.0,41.0,8.0,0.0,0.0,152.0,0.0
apartamento,Bartholomeu do Canto,Limão,24,47,2,2,320000.0,-46.6857573,-23.5025017,bartholomeu do canto,7399841.66,327870.07,2.0,18.0,0.0,1.0,0.0,1.0,0.0,17.0,8.0,0.0,1.0,1.0,0.0
apartamento,Muniz de Sousa,Aclimação,15,80,2,1,360000.0,-46.623811700000005,-23.5635202,muniz de sousa,7393157.49,334272.91,41.0,26.0,84.0,4.0,8.0,2.0,14.0,56.0,53.0,0.0,0.0,0.0,0.0
apartamento,Aracuípe,Cidade Ademar,11,60,2,1,500000.0,-46.671056400000005,-23.6521543,aracuipe,7383286.66,329564.84,12.0,7.0,1.0,3.0,1.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0
apartamento,Heitor Peixoto,Cambuci,184,64,2,3,690000.0,-46.624053700000005,-23.5749713,heitor peixoto,7391889.14,334262.58,43.0,13.0,0.0,2.0,16.0,2.0,66.0,20.0,118.0,80.0,0.0,0.0,0.0
apartamento,Herculano,Sumaré,93,89,2,2,1050000.0,-46.6882201,-23.5440967,herculano,7395232.47,327672.74,67.0,40.0,2.0,10.0,24.0,7.0,0.0,30.0,64.0,0.0,0.0,75.0,6.0
apartamento,Aimberê,Perdizes,41A,84,2,1,670000.0,-46.6807242,-23.5360516,aimbere,7396132.37,328427.6,76.0,53.0,3.0,66.0,34.0,28.0,22.0,36.0,51.0,301.0,6.0,0.0,0.0
apartamento,Marie Nader Calfat,Vila Andrade,62E,75,3,2,515000.0,-46.7304217,-23.626804699999997,marie nader calfat,7386021.81,323474.78,16.0,32.0,2.0,60.0,1.0,17.0,1.0,12.0,44.0,0.0,0.0,0.0,0.0
apartamento,Francisca Júlia,Santana,8,220,4,3,1750000.0,-46.6289441,-23.493111300000002,francisca julia,7400948.47,333660.48,41.0,34.0,3.0,25.0,4.0,28.0,50.0,31.0,25.0,0.0,0.0,0.0,2.0
apartamento,Banco das Palmas,Santana,61,135,3,1,650000.0,-46.630926200000005,-23.5012165,banco das palmas,7400048.63,333468.23,26.0,49.0,1.0,36.0,63.0,29.0,38.0,27.0,25.0,0.0,0.0,94.0,8.0
apartamento,Alfonso Bovero,Perdizes,102,116,3,1,950000.0,-46.683578999999995,-23.537944,alfonso bovero,7395919.39,328138.58,64.0,54.0,2.0,23.0,19.0,24.0,0.0,45.0,51.0,0.0,0.0,75.0,0.0
apartamento,Divino Salvador,Moema Índios,102,121,3,1,850000.0,-46.6544375,-23.609145899999998,divino salvador,7388069.16,331205.02,91.0,43.0,0.0,11.0,2.0,59.0,20.0,42.0,12.0,0.0,1.0,59.0,0.0
apartamento,Conselheiro Crispiniano,República,41,50,1,0,210000.0,-46.6399438,-23.5462282,conselheiro crispiniano,7395053.63,332604.24,247.0,117.0,127.0,404.0,504.0,22.0,405.0,120.0,69.0,1.0,1181.0,580.0,0.0
apartamento,Tucuna,Perdizes,91,127,2,1,895000.0,-46.681765000000006,-23.529396,tucuna,7396868.17,328312.69,60.0,53.0,6.0,98.0,11.0,28.0,0.0,35.0,18.0,301.0,0.0,0.0,0.0
apartamento,Cisplatina,Ipiranga,32,237,3,3,2500000.0,-46.605639399999994,-23.5883706,cisplatina,7390426.52,336158.77,32.0,16.0,0.0,4.0,139.0,4.0,104.0,13.0,8.0,0.0,0.0,0.0,0.0
apartamento,Visconde de Pirajá,Ipanema,402,46,1,0,650000.0,-43.19576866,-22.98467954,visconde de piraja,7457038.9,684942.63,92.0,43.0,25.0,59.0,51.0,24.0,17.0,53.0,26.0,0.0,32.0,22.0,0.0
apartamento,Jacutinga,Moema Pássaros,32,83,2,1,1226000.0,-46.6675836,-23.6012563,jacutinga,7388927.27,329853.34,144.0,71.0,0.0,28.0,17.0,86.0,54.0,99.0,107.0,0.0,96.0,141.0,0.0
apartamento,Duarte de Azevedo,Santana,82,80,3,1,440000.0,-46.623720500000005,-23.500882100000002,duarte de azevedo,7400094.0,334203.71,19.0,41.0,1.0,42.0,73.0,34.0,77.0,37.0,7.0,0.0,0.0,117.0,8.0
apartamento,Maranhão,Higienópolis,909,32,1,1,400000.0,-46.6562091,-23.5451779,maranhao,7395150.85,330942.32,196.0,61.0,80.0,139.0,244.0,85.0,85.0,76.0,157.0,84.0,0.0,155.0,0.0
apartamento,Guarujá,Saúde,12,147,3,3,1037000.0,-46.6416984,-23.6096319,guaruja,7388030.32,332505.6,46.0,36.0,2.0,27.0,5.0,20.0,82.0,71.0,0.0,0.0,0.0,83.0,0.0
apartamento,Camilo Castelo Branco,Cursino,13,56,2,1,375000.0,-46.620094,-23.605607,camilo castelo branco,7388501.17,334705.15,22.0,17.0,1.0,5.0,4.0,3.0,12.0,46.0,12.0,0.0,0.0,9.0,4.0
apartamento,Itapeti,Tatuapé,31,360,4,5,2464000.0,-46.561299700000006,-23.5502014,itapeti,7394703.28,340637.95,77.0,33.0,4.0,9.0,13.0,35.0,1.0,13.0,14.0,0.0,0.0,0.0,0.0
apartamento,Engenheiro Jorge Oliva,Jabaquara,131,65,2,1,600000.0,-46.6692044,-23.6463518,engenheiro jorge oliva,7383931.44,329746.26,10.0,7.0,0.0,7.0,0.0,4.0,1.0,10.0,28.0,0.0,0.0,0.0,0.0
apartamento,Paraguassu,Perdizes,21,204,3,2,1900000.0,-46.664398299999995,-23.5356427,paraguassu,7396197.09,330093.99,90.0,58.0,105.0,87.0,60.0,29.0,64.0,45.0,120.0,0.0,96.0,82.0,0.0
apartamento,Guilherme Dumont Villares,Vila Andrade,12,100,2,2,530000.0,-46.73999620000001,-23.621109399999998,guilherme dumont villares,7386640.67,322490.18,47.0,18.0,2.0,19.0,0.0,13.0,2.0,18.0,19.0,58.0,0.0,0.0,0.0
apartamento,Tonelero,Vila Romana,94,100,3,2,990000.0,-46.704653,-23.530088100000004,tonelero,7396763.94,325976.55,64.0,60.0,4.0,46.0,14.0,14.0,47.0,86.0,1.0,0.0,0.0,0.0,0.0
apartamento,Chibarás,Moema Índios,91,202,3,3,1870000.0,-46.6539081,-23.606759399999998,chibaras,7388334.06,331255.99,101.0,33.0,1.0,27.0,13.0,52.0,20.0,41.0,12.0,0.0,1.0,129.0,0.0
apartamento,Alcantarilla,Vila Andrade,82,110,3,3,800000.0,-46.732182,-23.634641000000002,alcantarilla,7385151.82,323305.69,24.0,40.0,2.0,66.0,1.0,17.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0
apartamento,Sarutaiá,Jardim Paulista,21,222,4,6,2000000.0,-46.6535696,-23.569999600000003,sarutaia,7392405.23,331243.51,311.0,230.0,82.0,266.0,334.0,128.0,0.0,77.0,180.0,160.0,194.0,170.0,0.0
apartamento,Isabel de Castela,Vila Madalena,22,89,2,2,1607700.0,-46.6992679,-23.551830399999997,isabel de castela,7394362.71,326554.94,77.0,39.0,2.0,17.0,59.0,3.0,67.0,17.0,14.0,0.0,62.0,75.0,6.0
apartamento,Símbolo,Vila Andrade,52,118,3,3,590000.0,-46.7311329,-23.6235669,simbolo,7386379.5,323397.87,29.0,33.0,1.0,61.0,1.0,6.0,19.0,13.0,19.0,0.0,0.0,0.0,0.0
apartamento,Nogueira Martins,Saúde,11,56,2,2,0.0,-46.6301418,-23.6137594,nogueira martins,7387586.73,333690.09,26.0,44.0,2.0,88.0,0.0,1.0,0.0,41.0,0.0,0.0,0.0,83.0,0.0
apartamento,Bolivar,Copacabana,501,96,3,0,1000000.0,-43.19332862,-22.975604699999998,bolivar,7458040.75,685205.18,100.0,73.0,21.0,83.0,27.0,56.0,10.0,83.0,26.0,0.0,12.0,22.0,0.0
apartamento,Conselheiro Nébias,Bom Retiro,304,100,3,0,620000.0,-46.6478059,-23.532922600000003,conselheiro nebias,7396517.87,331784.64,120.0,45.0,13.0,193.0,158.0,8.0,79.0,85.0,20.0,0.0,0.0,153.0,0.0
apartamento,Comendador Francisco Pettinati,Vila Sônia,61,50,2,1,330000.0,-46.7389531,-23.6048074,comendador francisco pettinati,7388447.3,322574.66,28.0,3.0,3.0,6.0,2.0,8.0,0.0,34.0,17.0,58.0,0.0,0.0,0.0
apartamento,Francisco Matarazzo,Perdizes,84,41,1,0,300000.0,-46.665546,-23.530743,francisco matarazzo,7396738.32,329970.5,74.0,64.0,97.0,58.0,45.0,28.0,63.0,33.0,120.0,0.0,96.0,9.0,0.0
apartamento,Mofarrej,Vila Leopoldina,192,78,2,2,695000.0,-46.738347600000004,-23.525493700000002,mofarrej,7397231.46,322529.88,29.0,31.0,0.0,0.0,5.0,5.0,0.0,7.0,3.0,1.0,0.0,2.0,0.0
apartamento,Sara Bernhard,Jardim Helena,12,92,3,1,425000.0,-46.418387200000005,-23.4869319,sara bernhard,7401860.74,355157.97,8.0,9.0,2.0,4.0,2.0,2.0,1.0,38.0,5.0,0.0,0.0,1.0,0.0
apartamento,Eça de Queiroz,Vila Mariana,123,77,2,1,570000.0,-46.641672,-23.578222,eca de queiroz,7391508.65,332468.39,274.0,58.0,12.0,128.0,127.0,102.0,96.0,83.0,18.0,0.0,97.0,232.0,4.0
apartamento,José da Silva Ribeiro,Vila Andrade,27,67,3,1,380000.0,-46.7413931,-23.62509,jose da silva ribeiro,7386198.11,322353.01,37.0,29.0,1.0,52.0,0.0,22.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0
apartamento,Baluarte,Vila Olímpia,34,85,3,1,0.0,-46.6765054,-23.6029762,baluarte,7388726.17,328945.09,162.0,58.0,0.0,34.0,4.0,35.0,52.0,89.0,14.0,1.0,2.0,82.0,0.0
apartamento,Coronel Oscar Porto,Paraíso,42,67,2,1,0.0,-46.6460648,-23.5749755,coronel oscar porto,7391863.02,332015.89,194.0,85.0,86.0,193.0,63.0,158.0,77.0,118.0,40.0,0.0,97.0,401.0,4.0
apartamento,Henrique Martins,Vila Primavera,71,336,4,4,6380000.0,-46.6678376,-23.5817729,henrique martins,7391084.57,329802.28,76.0,26.0,1.0,9.0,289.0,67.0,0.0,41.0,114.0,0.0,90.0,0.0,0.0
apartamento,Nove de Julho,Bela Vista,806,36,1,0,249900.0,-46.653836600000005,-23.5582965,nove de julho,7393700.9,331201.3,437.0,251.0,18.0,400.0,425.0,186.0,93.0,115.0,291.0,0.0,189.0,253.0,96.0
apartamento,Guareta,Cursino,22,76,3,1,400000.0,-46.6161433,-23.6255014,guareta,7386302.65,335133.2,6.0,6.0,2.0,4.0,1.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0
apartamento,Amaral Gurgel,República,56,31,0,0,200000.0,-46.6475797,-23.5426759,amaral gurgel,7395438.07,331820.15,270.0,69.0,100.0,311.0,288.0,22.0,336.0,117.0,56.0,0.0,537.0,442.0,0.0
apartamento,Botafogo,Botafogo,701,180,3,1,1700000.0,-43.17669921,-22.94194545,botafogo,7461747.03,686956.58,27.0,38.0,13.0,56.0,1.0,9.0,22.0,31.0,17.0,5.0,6.0,11.0,0.0
apartamento,Guaramomis,Moema Índios,121,256,4,4,3300000.0,-46.6574559,-23.6112152,guaramomis,7387836.44,330899.67,82.0,74.0,1.0,52.0,4.0,80.0,0.0,70.0,12.0,0.0,1.0,59.0,0.0
apartamento,Visconde de Pirajá,Ipanema,404,104,3,1,1730000.0,-43.20630037,-22.98423143,visconde de piraja,7457101.76,683863.44,57.0,49.0,15.0,38.0,44.0,36.0,8.0,36.0,27.0,0.0,23.0,33.0,0.0
apartamento,Guihei Vatanabe,Morumbi,81,292,2,4,2780300.0,-46.718021500000006,-23.591538500000002,guihei vatanabe,7389942.54,324693.11,18.0,22.0,10.0,26.0,22.0,54.0,0.0,9.0,27.0,220.0,0.0,88.0,2.0
apartamento,Embaixador Carlos Taylor,Gávea,301 bl 1,89,3,1,1500000.0,-43.23191,-22.97576,embaixador carlos taylor,7458071.73,681249.04,22.0,18.0,3.0,19.0,24.0,13.0,12.0,28.0,7.0,1.0,7.0,11.0,0.0
apartamento,Fortunato Ferraz,Lapa,44,50,2,1,420000.0,-46.7154086,-23.5181651,fortunato ferraz,7398071.22,324862.54,12.0,41.0,3.0,7.0,7.0,13.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0
apartamento,Carvalho de Mendonça,Copacabana,1205,30,1,0,430000.0,-43.17868675,-22.96555587,carvalho de mendonca,7459134.98,686720.31,84.0,84.0,5.0,98.0,22.0,39.0,0.0,77.0,24.0,0.0,11.0,22.0,0.0
apartamento,José Alexandre Almeida Luiz,Vila Formosa,41,126,3,3,1200000.0,-46.5602846,-23.5582454,jose alexandre almeida luiz,7393813.65,340751.28,25.0,32.0,12.0,39.0,13.0,18.0,1.0,12.0,38.0,0.0,0.0,0.0,0.0
apartamento,Sarutaiá,Jardim Paulista,52,155,3,2,0.0,-46.6552673,-23.5687888,sarutaia,7392537.31,331068.67,312.0,234.0,17.0,293.0,292.0,166.0,89.0,67.0,230.0,86.0,187.0,170.0,0.0
apartamento,Pereira da Nóbrega,Ipiranga,91,306,3,4,1800000.0,-46.614627899999995,-23.576412899999998,pereira da nobrega,7391740.38,335226.47,31.0,11.0,0.0,2.0,32.0,2.0,94.0,18.0,15.0,0.0,0.0,0.0,0.0
apartamento,Tomás Carvalhal,Paraíso,61,75,2,1,620000.0,-46.64407670000001,-23.5760432,tomas carvalhal,7391747.12,332220.18,252.0,85.0,13.0,136.0,64.0,156.0,77.0,85.0,39.0,0.0,97.0,401.0,4.0
apartamento,Emílio Mallet,Tatuapé,153,162,4,3,900000.0,-46.575463,-23.5352452,emilio mallet,7396343.65,339173.86,101.0,26.0,9.0,70.0,22.0,17.0,54.0,17.0,3.0,79.0,0.0,63.0,3.0
apartamento,Bogari,Lagoa,301,245,4,3,3200000.0,-43.201679999999996,-22.96136,bogari,7459628.69,684368.2,35.0,10.0,1.0,23.0,10.0,24.0,1.0,22.0,1.0,0.0,17.0,0.0,4.0
apartamento,Timóteo da Costa,Leblon,201,96,2,1,2450000.0,-43.2312537,-22.983904000000003,timoteo da costa,7457169.09,681305.46,31.0,27.0,8.0,20.0,13.0,22.0,3.0,29.0,26.0,6.0,10.0,11.0,0.0
apartamento,Jaú,Jardim Paulista,33,132,3,1,0.0,-46.651397100000004,-23.5687292,jau,7392548.47,331463.65,320.0,248.0,28.0,322.0,330.0,232.0,89.0,104.0,241.0,0.0,284.0,170.0,0.0
apartamento,Sabará,Higienópolis,72,215,3,1,2150000.0,-46.6536484,-23.544213,sabara,7395260.72,331202.52,254.0,56.0,87.0,85.0,245.0,65.0,176.0,94.0,92.0,0.0,362.0,155.0,0.0
apartamento,João Luís Vives,Chacara Klabin,91,248,3,3,1950000.0,-46.6271125,-23.5936746,joao luis vives,7389814.42,333973.91,38.0,46.0,1.0,38.0,16.0,34.0,8.0,48.0,58.0,0.0,0.0,420.0,21.0
apartamento,Anapurus,Moema Índios,62,87,3,1,665000.0,-46.6623259,-23.6119925,anapurus,7387744.59,330403.72,83.0,57.0,0.0,62.0,5.0,80.0,0.0,75.0,12.0,0.0,0.0,141.0,0.0
apartamento,Ministro Petrônio Portela,Freguesia do Ó,152,74,3,1,425000.0,-46.6961661,-23.484503399999998,ministro petronio portela,7401822.27,326783.51,7.0,11.0,0.0,2.0,0.0,1.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0
apartamento,Campo Alegre,Pinheiros,14,64,2,1,535000.0,-46.6959428,-23.567137,campo alegre,7392671.66,326914.47,94.0,78.0,1.0,74.0,100.0,13.0,114.0,68.0,28.0,0.0,105.0,152.0,0.0
apartamento,Edmundo Carvalho,Sacomã,25,46,2,1,250000.0,-46.5952604,-23.627821899999997,edmundo carvalho,7386069.62,337266.77,3.0,11.0,0.0,2.0,0.0,2.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0
apartamento,Alexandre Correia,Vila Andrade,41,250,3,4,1750000.0,-46.72061665,-23.62137465,alexandre correia,7386635.23,324467.99,6.0,3.0,0.0,2.0,15.0,0.0,27.0,19.0,8.0,0.0,0.0,0.0,0.0
apartamento,José Ramon Urtiza,Vila Andrade,241,95,2,2,650000.0,-46.734395500000005,-23.635316699999997,jose ramon urtiza,7385074.25,323080.76,24.0,40.0,3.0,66.0,1.0,18.0,0.0,15.0,13.0,0.0,0.0,12.0,0.0
apartamento,Vergueiro,Cursino,72,69,2,2,500000.0,-46.609122,-23.609727600000003,vergueiro,7388057.5,335829.93,9.0,30.0,1.0,9.0,2.0,3.0,11.0,24.0,5.0,0.0,0.0,73.0,4.0
apartamento,Onze de Junho,Vila Clementino,61B,64,2,1,650000.0,-46.6433946,-23.6014355,onze de junho,7388935.99,332322.09,49.0,60.0,5.0,36.0,16.0,67.0,129.0,82.0,0.0,0.0,0.0,341.0,3.0
apartamento,Afonso de Freitas,Paraíso,142,75,2,2,790000.0,-46.647277200000005,-23.5762517,afonso de freitas,7391720.27,331893.77,218.0,84.0,86.0,142.0,75.0,167.0,77.0,72.0,39.0,160.0,97.0,401.0,4.0
apartamento,Frei Duarte Jorge de Mendonça,Vila Andrade,92,118,3,2,600000.0,-46.7359636,-23.626573,frei duarte jorge de mendonca,7386040.61,322909.01,32.0,34.0,2.0,60.0,0.0,21.0,1.0,15.0,20.0,0.0,0.0,0.0,0.0
apartamento,Aimberê,Sumaré,22,57,2,2,800000.0,-46.688103000000005,-23.546485999999998,aimbere,7394968.02,327687.81,91.0,29.0,1.0,3.0,18.0,7.0,0.0,27.0,70.0,0.0,98.0,75.0,6.0
apartamento,Barão de Monte Santo,Mooca,22,128,4,4,870000.0,-46.593016,-23.5769004,barao de monte santo,7391711.09,337432.97,17.0,35.0,1.0,36.0,0.0,10.0,0.0,9.0,90.0,0.0,0.0,0.0,0.0
apartamento,Eucaliptos,Moema Pássaros,74,111,3,2,1280000.0,-46.674374799999995,-23.605387300000004,eucaliptos,7388461.71,329165.64,86.0,53.0,0.0,57.0,3.0,40.0,52.0,82.0,8.0,0.0,0.0,82.0,0.0
apartamento,Alto Beni,Guaianases,403,43,2,1,200000.0,-46.42496176,-23.55966992,alto beni,7393799.78,354566.47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
