tipo_imovel,logradouro,bairro,numero,metragem,quartos,banheiros,vaga,preco_total,longitude,latitude,ruas,latitude_utm,longitude_utm,latitude_utm.1,longitude_utm.1,lugares_alimentacao,outros,lugares_servicos,lugares_comercio,lugares_cultura,lugares_saude,lugares_religiosos,lugares_parques,lugares_estadios,lugares_educacao,lugares_metro_trem,lugares_turismo,lugares_transporte
apartamento,Avenida Senador Teotônio Vilela,Cidade Dutra,1017.0,69,2,1,0.0,1918,-46.6992876,-23.710521,senador teotonio vilela,7376788.99,326761.92,7376788.99,326761.92,22.0,2.0,35.0,6.0,5.0,61.0,75.0,16.0,0.0,5.0,0.0,0.0,0.0
casa,Rua Transamazonica,Cidade Dutra,110.0,200,3,3,3.0,3003,-46.7000491,-23.715239,transamazonica,7376265.57,326690.51,7376265.57,326690.51,17.0,2.0,30.0,3.0,0.0,63.0,69.0,17.0,0.0,5.0,1.0,0.0,0.0
apartamento,Rua Cambuci do Vale,Cidade Dutra,597.0,190,4,4,0.0,4667,-46.7046755,-23.7142218,cambuci do vale,7376372.58,326217.43,7376372.58,326217.43,9.0,2.0,30.0,8.0,5.0,54.0,58.0,21.0,0.0,5.0,0.0,1.0,0.0
apartamento,Avenida Senador Teotônio Vilela,Cidade Dutra,1017.0,44,1,1,0.0,1313,-46.6992876,-23.710521,senador teotonio vilela,7376788.99,326761.92,7376788.99,326761.92,22.0,2.0,35.0,6.0,5.0,61.0,75.0,16.0,0.0,5.0,0.0,0.0,0.0
casa,Rua Plínio Schmidt,Interlagos,519.0,98,2,2,1.0,2335,-46.6882118,-23.7040532,plinio schmidt,7377518.68,327882.8,7377518.68,327882.8,12.0,0.0,6.0,1.0,0.0,17.0,31.0,21.0,0.0,0.0,3.0,0.0,0.0
casa,Rua Nícola Losaco,Interlagos,60.0,125,3,2,2.0,2132,-46.692485,-23.707590600000003,nicola losaco,7377121.77,327451.71,7377121.77,327451.71,23.0,2.0,30.0,3.0,0.0,59.0,67.0,25.0,0.0,0.0,3.0,0.0,0.0
apartamento,Avenida Interlagos,Vila Lisboa,5851.0,44,2,1,1.0,1808,-46.699853,-23.6962371,interlagos,7378370.14,326685.39,7378370.14,326685.39,23.0,1.0,38.0,9.0,12.0,27.0,38.0,16.0,0.0,8.0,0.0,0.0,0.0
casa,Rua José Galdino da Silva,Interlagos,243.0,327,3,4,3.0,5067,-46.7019589,-23.6987056,jose galdino da silva,7378094.21,326473.9,7378094.21,326473.9,17.0,1.0,29.0,9.0,12.0,49.0,33.0,19.0,0.0,8.0,0.0,0.0,0.0
apartamento,Rua Coimbra,Centro,620.0,62,3,1,1.0,2054,-46.6303271,-23.6969855,coimbra,7378370.09,333776.44,7378370.09,333776.44,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
casa,Rua Aurélio Arrobas Martins,Interlagos,200.0,580,5,5,4.0,10120,-46.7060838,-23.7070187,aurelio arrobas martins,7377168.56,326064.28,7377168.56,326064.28,13.0,2.0,39.0,14.0,10.0,52.0,43.0,22.0,0.0,5.0,0.0,1.0,0.0
apartamento,Rua Francisco Pereira,Vila Galvão,466.0,42,2,1,1.0,1597,-46.5679968,-23.4532665,francisco pereira,7405429.93,339837.09,7405429.93,339837.09,13.0,35.0,31.0,0.0,22.0,20.0,36.0,9.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua Guarani,Vila Galvão,401.0,52,2,2,1.0,1672,-46.5663735,-23.4493918,guarani,7405860.8,339998.26,7405860.8,339998.26,17.0,35.0,31.0,0.0,6.0,18.0,26.0,9.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua Treze de Maio,Vila Galvão,235.0,95,3,1,0.0,1346,-46.5661839,-23.4554107,treze de maio,7405194.51,340024.88,7405194.51,340024.88,15.0,35.0,31.0,0.0,20.0,22.0,33.0,13.0,0.0,17.0,0.0,0.0,0.0
apartamento,Avenida São Luiz,Vila Galvão,840.0,71,2,2,1.0,2400,-46.5637054,-23.4508902,sao luiz,7405697.84,340272.65,7405697.84,340272.65,20.0,35.0,31.0,0.0,17.0,20.0,29.0,13.0,0.0,17.0,0.0,0.0,0.0
casa,R. São Maurício,Vila Galvão,583.0,80,2,1,1.0,1708,-46.5648574,-23.4486297,sao mauricio,7405946.87,340152.23,7405946.87,340152.23,16.0,35.0,31.0,0.0,6.0,18.0,24.0,13.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua São Maurício,Vila Galvão,385.0,165,3,2,3.0,3889,-46.5654069,-23.4502458,sao mauricio,7405767.31,340098.04,7405767.31,340098.04,16.0,35.0,29.0,0.0,17.0,18.0,25.0,13.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua Guarani,Vila Galvão,223.0,65,2,1,1.0,1533,-46.5667544,-23.4509444,guarani,7405688.45,339961.22,7405688.45,339961.22,19.0,35.0,31.0,0.0,17.0,20.0,30.0,9.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua Guarani,Vila Galvão,401.0,56,2,1,1.0,4430,-46.5663735,-23.4493918,guarani,7405860.8,339998.26,7405860.8,339998.26,17.0,35.0,31.0,0.0,6.0,18.0,26.0,9.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua Guarani,Vila Rosália,784.0,62,2,2,1.0,1363,-46.5650511,-23.4461752,guarani,7406218.46,340129.49,7406218.46,340129.49,20.0,34.0,6.0,2.0,6.0,15.0,24.0,15.0,0.0,17.0,0.0,0.0,0.0
casa,Rua Buracica,Vila Constança,117.0,30,1,1,0.0,1038,-46.5731776,-23.4649824,buracica,7404126.8,339321.99,7404126.8,339321.99,13.0,3.0,25.0,2.0,13.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua José Buono,Vila Constança,302.0,64,2,2,0.0,2212,-46.5862355,-23.4627294,jose buono,7404361.63,337985.32,7404361.63,337985.32,5.0,2.0,29.0,0.0,33.0,16.0,14.0,2.0,87.0,0.0,0.0,0.0,0.0
apartamento,Rua Itza,Vila Constança,90.0,53,2,2,1.0,1712,-46.5759368,-23.468007,itza,7403788.78,339043.8,7403788.78,339043.8,14.0,2.0,34.0,4.0,31.0,17.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
apartamento,Avenida Paulo Lincoln do Valle Pontin,Vila Constança,550.0,78,3,1,1.0,1917,-46.5851105,-23.4600593,paulo lincoln do valle pontin,7404658.58,338096.99,7404658.58,338096.99,6.0,2.0,24.0,0.0,33.0,16.0,7.0,2.0,15.0,0.0,0.0,0.0,0.0
apartamento,Rua São Manoel,Vila Galvão,57.0,88,3,2,1.0,3033,-46.56455220000001,-23.4510457,sao manoel,7405679.68,340186.32,7405679.68,340186.32,21.0,35.0,31.0,0.0,17.0,20.0,29.0,13.0,0.0,17.0,0.0,0.0,0.0
apartamento,Rua Novo Cancioneiro,Brooklin,75.0,130,3,2,2.0,6150,-46.690185,-23.6239775,novo cancioneiro,7386384.03,327576.56,7386384.03,327576.56,32.0,2.0,115.0,50.0,0.0,28.0,28.0,16.0,40.0,5.0,62.0,0.0,0.0
apartamento,Rua São Pedro,Centro,126.0,65,2,1,1.0,1724,-46.6294574,-23.688819,sao pedro,7379275.47,333854.79,7379275.47,333854.79,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
casa,Rua Visconde de Taunay,Centro,340.0,59,1,1,0.0,920,-46.634071,-23.6911414,visconde de taunay,7379012.9,333387.23,7379012.9,333387.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
casa,Rua Visconde de Ouro Preto,Centro,128.0,110,2,2,2.0,2208,-46.6331835,-23.688407100000006,visconde de ouro preto,7379316.73,333474.27,7379316.73,333474.27,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
apartamento,Rua São Francisco de Assis,Centro,373.0,87,3,2,2.0,2670,-46.6288955,-23.6881199,sao francisco de assis,7379353.54,333911.21,7379353.54,333911.21,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
outro,Rua Japão,Centro,372.0,35,1,1,0.0,683,-46.6303775,-23.694171,japao,7378681.71,333767.73,7378681.71,333767.73,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
outro,Rua Japão,Centro,372.0,35,1,1,0.0,663,-46.6303775,-23.694171,japao,7378681.71,333767.73,7378681.71,333767.73,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
outro,Rua Japão,Centro,372.0,35,1,1,0.0,632,-46.6303775,-23.694171,japao,7378681.71,333767.73,7378681.71,333767.73,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
casa,Rua Mogi Mirim,Centro,35.0,146,3,2,2.0,1979,-46.6260703,-23.6788574,mogi mirim,7380382.55,334187.63,7380382.55,334187.63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casa,Rua Visconde de Taunay,Centro,340.0,45,1,1,0.0,996,-46.634071,-23.6911414,visconde de taunay,7379012.9,333387.23,7379012.9,333387.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
apartamento,Rua Gaspar Ricardo,Centro,309.0,62,3,2,0.0,2503,-46.6313643,-23.6932398,gaspar ricardo,7378783.68,333665.92,7378783.68,333665.92,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0
casa,Rua Arantes Monteiro,Vila Jaguara,115.0,55,1,1,0.0,973,-46.7468122,-23.5086769,arantes monteiro,7399083.29,321642.87,7399083.29,321642.87,18.0,20.0,28.0,6.0,0.0,22.0,54.0,16.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Rubens de Souza Araújo,Vila Mangalot,357.0,55,2,1,0.0,1784,-46.744128,-23.5056772,rubens de souza araujo,7399418.82,321912.97,7399418.82,321912.97,27.0,20.0,26.0,6.0,0.0,34.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0
apartamento,Praça Itaquirai,Vila Mangalot,10.0,63,2,1,1.0,2499,-46.7444695,-23.5051204,praca itaquirai,7399480.05,321877.34,7399480.05,321877.34,27.0,20.0,26.0,6.0,0.0,37.0,72.0,8.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua João Veloso de Oliveira,Vila Mangalot,165.0,42,2,1,1.0,1859,-46.7431458,-23.5052327,joao veloso de oliveira,7399469.26,322012.68,7399469.26,322012.68,33.0,23.0,28.0,6.0,0.0,42.0,76.0,8.0,0.0,0.0,0.0,0.0,0.0
apartamento, R. Rubéns de Souza Araújo,Vila Mangalot,277.0,63,3,2,1.0,2537,-46.7439455,-23.5061335,rubens de souza araujo,7399368.51,321932.22,7399368.51,321932.22,27.0,20.0,26.0,6.0,0.0,34.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua João Veloso de Oliveira,Vila Mangalot,165.0,42,2,1,1.0,1653,-46.7431458,-23.5052327,joao veloso de oliveira,7399469.26,322012.68,7399469.26,322012.68,33.0,23.0,28.0,6.0,0.0,42.0,76.0,8.0,0.0,0.0,0.0,0.0,0.0
apartamento,Praça Itaquirai,Vila Mangalot,10.0,78,2,1,1.0,1939,-46.7444695,-23.5051204,praca itaquirai,7399480.05,321877.34,7399480.05,321877.34,27.0,20.0,26.0,6.0,0.0,37.0,72.0,8.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Rubens de Souza Araújo,Vila Mangalot,346.0,64,2,1,1.0,2088,-46.74372020000001,-23.5056289,rubens de souza araujo,7399424.67,321954.55,7399424.67,321954.55,27.0,20.0,26.0,6.0,0.0,34.0,64.0,8.0,0.0,0.0,0.0,0.0,0.0
apartamento,Rua Júpiter,Aclimação,218.0,180,3,5,3.0,10780,-46.63514620000001,-23.5727799,jupiter,7392118.93,333127.59,7392118.93,333127.59,122.0,86.0,45.0,98.0,33.0,146.0,74.0,75.0,77.0,106.0,277.0,78.0,0.0
outro,Rua Abílio Soares,Paraíso,384.0,50,1,1,0.0,2574,-46.64546970000001,-23.5741375,abilio soares,7391956.52,332075.57,7391956.52,332075.57,106.0,92.0,104.0,173.0,75.0,221.0,95.0,18.0,0.0,58.0,358.0,78.0,4.0
apartamento,Rua Apeninos,Aclimação,362.0,40,1,1,0.0,3048,-46.6390506,-23.5706157,apeninos,7392354.03,332726.32,7392354.03,332726.32,143.0,90.0,73.0,86.0,88.0,206.0,127.0,14.0,0.0,56.0,357.0,78.0,0.0
outro,Rua Sampaio Viana,Paraíso,180.0,38,1,1,1.0,5435,-46.6457378,-23.5731461,sampaio viana,7392065.99,332046.94,7392065.99,332046.94,121.0,92.0,111.0,188.0,108.0,234.0,95.0,18.0,0.0,49.0,358.0,78.0,4.0
apartamento,Rua Castro Alves,Aclimação,313.0,83,2,2,1.0,4075,-46.6371727,-23.5681077,castro alves,7392633.96,332914.83,7392633.96,332914.83,101.0,88.0,64.0,71.0,80.0,172.0,133.0,71.0,77.0,106.0,276.0,78.0,0.0
apartamento,Alameda Joaquim Eugênio de Lima,Jardim Paulista,712.0,60,2,1,1.0,4784,-46.65267470000001,-23.5673175,joaquim eugenio de lima,7392703.29,331331.43,7392703.29,331331.43,166.0,35.0,197.0,284.0,301.0,221.0,80.0,99.0,0.0,80.0,161.0,253.0,0.0
apartamento,Rua Avanhandava,Consolação,870.0,230,3,3,1.0,6439,-46.6496174,-23.5540682,avanhandava,7394174.11,331626.62,7394174.11,331626.62,268.0,22.0,91.0,184.0,358.0,228.0,84.0,181.0,0.0,378.0,81.0,451.0,84.0
apartamento,Rua Paim,Consolação,189.0,36,1,1,1.0,4017,-46.6502458,-23.5549105,paim,7394080.09,331563.54,7394080.09,331563.54,248.0,21.0,126.0,279.0,353.0,241.0,81.0,128.0,0.0,362.0,161.0,347.0,84.0
apartamento,Alameda Casa Branca,Jardim Paulista,343.0,47,1,1,1.0,4340,-46.6575551,-23.5647349,casa branca,7392983.53,330829.94,7392983.53,330829.94,199.0,29.0,168.0,343.0,307.0,210.0,39.0,94.0,0.0,110.0,163.0,257.0,84.0
apartamento,Alameda Ministro Rocha Azevedo,Consolação,38.0,51,1,1,0.0,6086,-46.6566685,-23.5582646,ministro rocha azevedo,7393701.1,330912.16,7393701.1,330912.16,207.0,27.0,150.0,352.0,310.0,245.0,55.0,103.0,0.0,127.0,244.0,257.0,84.0
outro,Alameda Santos,Jardim Paulista,1343.0,28,1,1,0.0,2082,-46.65527,-23.564325600000004,santos,7393031.56,331062.68,7393031.56,331062.68,199.0,29.0,181.0,344.0,290.0,224.0,59.0,103.0,0.0,110.0,325.0,257.0,84.0
apartamento,Avenida Paulista 2439,Jardim Paulista,503.0,48,2,2,0.0,3667,-46.66265070000001,-23.5564839,paulista,7393891.22,330299.18,7393891.22,330299.18,217.0,22.0,114.0,194.0,315.0,249.0,49.0,86.0,0.0,188.0,411.0,275.0,0.0
apartamento,Rua Afonso de Freitas,Paraíso,686.0,173,3,2,2.0,7964,-46.6482689,-23.5767223,afonso de freitas,7391667.0,331793.15,7391667.0,331793.15,112.0,81.0,89.0,114.0,102.0,195.0,68.0,25.0,155.0,69.0,358.0,78.0,0.0
outro,Av Brigadeiro Luis Antonio,Bela Vista,499.0,39,1,1,1.0,2793,-46.6388899,-23.5547673,brigadeiro luis antonio,7394109.25,332722.65,7394109.25,332722.65,204.0,26.0,124.0,149.0,522.0,78.0,131.0,67.0,19.0,476.0,413.0,767.0,0.0
apartamento,Avenida Brigadeiro Luís Antônio,Bela Vista,1186.0,96,2,2,1.0,4107,-46.6431018,-23.5595668,brigadeiro luis antonio,7393572.84,332298.76,7393572.84,332298.76,181.0,32.0,120.0,241.0,143.0,145.0,121.0,70.0,0.0,64.0,209.0,191.0,84.0
outro,Rua Barata Ribeiro,Consolação,372.0,40,1,1,1.0,2412,-46.6538573,-23.556570800000006,barata ribeiro,7393891.98,331196.98,7393891.98,331196.98,216.0,23.0,147.0,301.0,367.0,273.0,79.0,95.0,0.0,151.0,325.0,180.0,84.0
apartamento,Rua Barata Ribeiro,Consolação,284.0,65,2,2,1.0,4295,-46.6531715,-23.5563256,barata ribeiro,7393919.94,331266.67,7393919.94,331266.67,224.0,16.0,139.0,288.0,365.0,267.0,81.0,95.0,0.0,154.0,325.0,180.0,84.0
apartamento,Rua Bela Cintra,Consolação,521.0,50,2,1,1.0,4558,-46.6572402,-23.553723100000006,bela cintra,7394203.35,330847.98,7394203.35,330847.98,234.0,17.0,98.0,178.0,420.0,296.0,42.0,202.0,80.0,274.0,245.0,335.0,84.0
apartamento,Rua Bela Cintra,Consolação,359.0,57,1,1,0.0,3006,-46.6560118,-23.5529514,bela cintra,7394290.25,330972.4,7394290.25,330972.4,241.0,17.0,87.0,185.0,424.0,284.0,73.0,153.0,80.0,300.0,245.0,335.0,84.0
apartamento,Rua Paim,Consolação,285.0,57,1,1,1.0,4150,-46.6506554,-23.5541221,paim,7394166.92,331520.72,7394166.92,331520.72,312.0,22.0,100.0,183.0,370.0,254.0,83.0,169.0,0.0,347.0,81.0,451.0,84.0
apartamento,Rua Paim,Consolação,363.0,60,1,2,1.0,5975,-46.6512304,-23.5536786,paim,7394215.35,331461.46,7394215.35,331461.46,316.0,22.0,97.0,185.0,370.0,262.0,82.0,161.0,0.0,332.0,164.0,529.0,84.0
apartamento,Rua Tabatinguera,Liberdade,93.0,60,2,1,0.0,2507,-46.6320216,-23.5523836,tabatinguera,7394381.22,333420.8,7394381.22,333420.8,115.0,41.0,123.0,167.0,421.0,60.0,92.0,52.0,19.0,405.0,497.0,748.0,6.0
outro,Rua Topázio,Vila Mariana,701.0,30,1,1,0.0,3567,-46.6350121,-23.5763014,topazio,7391729.12,333145.73,7391729.12,333145.73,129.0,6.0,45.0,104.0,21.0,112.0,76.0,75.0,77.0,106.0,277.0,78.0,4.0
apartamento,Rua Eça de Queiróz,Vila Mariana,234.0,100,3,1,1.0,5975,-46.6432268,-23.5788025,eca de queiroz,7391442.55,332310.44,7391442.55,332310.44,144.0,8.0,66.0,108.0,125.0,148.0,80.0,15.0,0.0,69.0,196.0,78.0,4.0
apartamento,Rua Abílio Soares,Paraíso,625.0,100,3,2,1.0,6000,-46.64751210000001,-23.5754107,abilio soares,7391813.13,331868.72,7391813.13,331868.72,111.0,85.0,92.0,131.0,75.0,206.0,89.0,27.0,155.0,58.0,358.0,78.0,4.0
apartamento,Rua Carlos Steinen,Paraíso,193.0,130,3,3,2.0,8311,-46.6483405,-23.575293,carlos steinen,7391825.19,331784.02,7391825.19,331784.02,106.0,85.0,91.0,125.0,77.0,203.0,89.0,27.0,155.0,58.0,358.0,78.0,0.0
apartamento,Rua Avanhandava,Consolação,459.0,40,1,1,0.0,2366,-46.6476409,-23.552296,avanhandava,7394372.68,331826.14,7394372.68,331826.14,296.0,20.0,119.0,168.0,274.0,176.0,83.0,47.0,0.0,464.0,285.0,784.0,84.0
apartamento,Rua Avanhandava,Consolação,459.0,40,1,1,0.0,2215,-46.647745,-23.552321,avanhandava,7394369.79,331815.54,7394369.79,331815.54,299.0,27.0,114.0,172.0,274.0,176.0,83.0,47.0,0.0,464.0,285.0,784.0,84.0
apartamento,Rua Major Sertório,Santa Cecília,440.0,53,1,2,0.0,2617,-46.648401,-23.5453343,major sertorio,7395142.72,331739.68,7395142.72,331739.68,308.0,19.0,149.0,452.0,255.0,93.0,121.0,89.0,0.0,403.0,366.0,600.0,0.0
outro,Largo do Arouche,Santa Cecília,77.0,32,1,1,0.0,3041,-46.644948,-23.5417054,largo do arouche,7395548.62,332087.6,7395548.62,332087.6,249.0,23.0,154.0,458.0,283.0,75.0,167.0,127.0,0.0,774.0,373.0,971.0,0.0
apartamento,Rua Bento Freitas,Santa Cecília,162.0,30,1,1,0.0,1987,-46.6456877,-23.5432558,bento freitas,7395376.07,332014.05,7395376.07,332014.05,250.0,19.0,142.0,447.0,308.0,78.0,161.0,97.0,0.0,680.0,366.0,764.0,0.0
apartamento,Avenida Brigadeiro Luís Antônio,Paraíso,2759.0,78,2,1,1.0,3804,-46.6520609,-23.5710805,brigadeiro luis antonio,7392287.3,331398.89,7392287.3,331398.89,151.0,92.0,158.0,256.0,205.0,156.0,69.0,85.0,155.0,1.0,161.0,78.0,0.0
apartamento,Avenida Brigadeiro Luís Antônio,Paraíso,2759.0,112,3,2,1.0,5683,-46.6520609,-23.5710805,brigadeiro luis antonio,7392287.3,331398.89,7392287.3,331398.89,151.0,92.0,158.0,256.0,205.0,156.0,69.0,85.0,155.0,1.0,161.0,78.0,0.0
apartamento,Alameda Sarutaiá,Jardim Paulista,136.0,114,3,3,0.0,6562,-46.653221,-23.569908,sarutaia,7392415.78,331278.97,7392415.78,331278.97,155.0,92.0,159.0,256.0,291.0,155.0,70.0,85.0,155.0,1.0,161.0,160.0,0.0
apartamento,Alameda Jaú,Jardim Paulista,358.0,50,2,1,1.0,5049,-46.6534403,-23.567091,jau,7392727.47,331252.99,7392727.47,331252.99,166.0,29.0,195.0,263.0,301.0,227.0,76.0,99.0,0.0,80.0,161.0,253.0,0.0
apartamento,Alameda Itu,Jardim Paulista,1030.0,115,2,2,1.0,7320,-46.6623722,-23.5611812,itu,7393371.37,330333.65,7393371.37,330333.65,236.0,22.0,122.0,317.0,393.0,159.0,47.0,86.0,0.0,156.0,411.0,275.0,0.0
apartamento,Rua Padre João Manuel,Jardim Paulista,328.0,150,2,3,1.0,8768,-46.6616428,-23.5611545,padre joao manuel,7393375.19,330408.07,7393375.19,330408.07,239.0,16.0,150.0,332.0,392.0,173.0,47.0,86.0,0.0,156.0,309.0,275.0,0.0
apartamento,Alameda Ministro Rocha Azevedo,Jardim Paulista,523.0,42,1,1,1.0,4365,-46.6601878,-23.5626172,ministro rocha azevedo,7393214.94,330558.48,7393214.94,330558.48,265.0,16.0,168.0,403.0,314.0,210.0,48.0,103.0,0.0,110.0,244.0,275.0,84.0
apartamento,Alameda Tietê,Jardim Paulista,223.0,100,2,1,1.0,5196,-46.6655823,-23.5622852,tiete,7393245.31,330007.37,7393245.31,330007.37,213.0,17.0,85.0,206.0,347.0,80.0,50.0,78.0,0.0,69.0,331.0,193.0,0.0
apartamento,Alameda Jaú,Jardim Paulista,1874.0,160,3,2,0.0,8045,-46.66431779999999,-23.5578415,jau,7393738.9,330130.74,7393738.9,330130.74,223.0,17.0,87.0,180.0,270.0,196.0,43.0,78.0,0.0,77.0,331.0,275.0,0.0
outro,Alameda Santos,Jardim Paulista,2387.0,30,1,1,0.0,2207,-46.6629636,-23.5579144,santos,7393732.44,330269.08,7393732.44,330269.08,245.0,22.0,112.0,199.0,274.0,211.0,43.0,86.0,0.0,156.0,411.0,275.0,0.0
outro,Alameda Campinas,Jardim Paulista,540.0,40,1,1,0.0,4251,-46.6537719,-23.5660842,campinas,7392838.58,331217.85,7392838.58,331217.85,188.0,29.0,201.0,329.0,309.0,240.0,78.0,99.0,0.0,111.0,244.0,253.0,0.0
apartamento,Rua da Consolação,Jardim Paulista,2920.0,110,3,2,1.0,7048,-46.6662041,-23.558534100000006,da consolacao,7393659.97,329939.07,7393659.97,329939.07,210.0,20.0,77.0,180.0,155.0,134.0,35.0,78.0,0.0,69.0,331.0,174.0,0.0
apartamento,Alameda Santos,Jardim Paulista,2491.0,129,2,2,0.0,5394,-46.6637033,-23.5572272,santos,7393807.66,330192.68,7393807.66,330192.68,232.0,24.0,97.0,185.0,282.0,208.0,48.0,81.0,0.0,77.0,331.0,275.0,0.0
apartamento,Rua Bela Cintra,Jardim Paulista,0.0,30,1,1,0.0,3770,0.0,0.0,bela cintra,7393807.66,330192.68,7393807.66,330192.68,232.0,24.0,97.0,185.0,282.0,208.0,48.0,81.0,0.0,77.0,331.0,275.0,0.0
outro,Rua Bela Cintra,Consolação,672.0,55,2,2,1.0,5851,-46.6590025,-23.5535185,bela cintra,7394223.92,330667.81,7394223.92,330667.81,240.0,10.0,97.0,184.0,326.0,302.0,34.0,197.0,80.0,265.0,245.0,335.0,84.0
apartamento,Rua Minas Gerais,Higienópolis,428.0,50,1,1,0.0,2578,-46.6654177,-23.5554857,minas gerais,7393998.48,330015.43,7393998.48,330015.43,170.0,17.0,78.0,173.0,282.0,185.0,45.0,78.0,80.0,101.0,331.0,193.0,0.0
apartamento,Rua Bahia,Higienópolis,644.0,180,2,3,3.0,9911,-46.6609904,-23.5486536,bahia,7394760.31,330458.63,7394760.31,330458.63,183.0,1.0,80.0,167.0,225.0,285.0,53.0,130.0,80.0,175.0,162.0,82.0,84.0
apartamento,Alameda Itu,Jardim Paulista,265.0,54,1,1,2.0,4339,-46.6571723,-23.566291600000003,itu,7392811.6,330871.01,7392811.6,330871.01,176.0,29.0,176.0,333.0,267.0,189.0,38.0,85.0,0.0,110.0,244.0,175.0,0.0
casa,Rua Mamoré,Bom Retiro,684.0,46,1,1,0.0,1415,-46.64100139999999,-23.5257304,mamore,7397322.29,332470.3,7397322.29,332470.3,160.0,68.0,99.0,133.0,439.0,14.0,125.0,56.0,3.0,64.0,81.0,180.0,0.0
apartamento,Rua Júlio Conceição,Bom Retiro,339.0,149,3,2,1.0,3723,-46.6400879,-23.5267769,julio conceicao,7397207.47,332564.9,7397207.47,332564.9,156.0,68.0,99.0,133.0,583.0,14.0,130.0,56.0,3.0,170.0,88.0,180.0,0.0
casa,Avenida Cruzeiro do Sul,325,46.0,52,2,2,0.0,2237,-325.0,0.0,cruzeiro do sul,7397207.47,332564.9,7397207.47,332564.9,156.0,68.0,99.0,133.0,583.0,14.0,130.0,56.0,3.0,170.0,88.0,180.0,0.0
outro,Rua General Osório,Centro,11.0,25,1,1,0.0,1616,-46.6388816,-23.5357162,general osorio,7396218.95,332699.38,7396218.95,332699.38,188.0,18.0,164.0,515.0,564.0,36.0,152.0,120.0,0.0,223.0,333.0,509.0,0.0
outro,Rua General Osório,Centro,11.0,32,1,1,0.0,1556,-46.6388816,-23.5357162,general osorio,7396218.95,332699.38,7396218.95,332699.38,188.0,18.0,164.0,515.0,564.0,36.0,152.0,120.0,0.0,223.0,333.0,509.0,0.0
apartamento,Rua Afonso Pena,Bom Retiro,560.0,41,2,1,0.0,1969,-46.63324520000001,-23.5270902,afonso pena,7397180.74,333263.99,7397180.74,333263.99,129.0,72.0,63.0,184.0,570.0,9.0,143.0,53.0,0.0,119.0,163.0,180.0,0.0
apartamento,Rua Vinte E Cinco de Janeiro,Centro,151.0,49,2,1,0.0,1816,-46.6317516,-23.5352444,vinte e cinco de janeiro,7396279.5,333426.77,7396279.5,333426.77,141.0,5.0,101.0,542.0,609.0,30.0,127.0,89.0,0.0,169.0,169.0,414.0,0.0
apartamento,Rua Afonso Pena,Bom Retiro,330.0,90,2,2,0.0,2449,-46.633768,-23.5290491,afonso pena,7396963.21,333213.08,7396963.21,333213.08,129.0,77.0,85.0,210.0,658.0,9.0,146.0,53.0,0.0,134.0,244.0,180.0,0.0
apartamento,Avenida Duque de Caxias,Centro,834.0,50,1,1,0.0,2032,-46.6417396,-23.5361771,duque de caxias,7396164.57,332408.16,7396164.57,332408.16,207.0,18.0,179.0,485.0,420.0,31.0,144.0,120.0,0.0,380.0,414.0,587.0,0.0
outro,Rua Brigadeiro Tobias,Centro,334.0,32,1,1,0.0,2223,-46.63514179999999,-23.5400714,brigadeiro tobias,7395741.02,333086.72,7395741.02,333086.72,85.0,23.0,164.0,579.0,647.0,65.0,105.0,99.0,0.0,513.0,375.0,1097.0,0.0
