id_site,type,type,area,bedrooms,suits,parkingSpots,floor,complexFee,propertyTax,price,amenities,currentPhase,lat,lng,city,number,postalCode,streetName,streetType,unitNumber,neighborhood
6y4u2e,apartment,apartment,67,1,1,2,11,980,275.29,1155000,"['gym', 'kids', 'gourmet', 'pool', 'party_room', 'green_area']",set_up,-23.54646700,-46.69178730,São Paulo,205,05440-000,Paulistânia,Rua,112,Vila Madalena
6zx2a1,apartment,apartment,225,3,3,2,10,2200,708.18,,"['gym', 'party_room', 'green_area']",ready_to_move,-23.57079500,-46.65685330,São Paulo,333,01423-010,Batataes,Rua,101,Jardim Paulista
70a3i,apartment,apartment,40,1,1,1,6,1040,231.02,685000,"['gym', 'gourmet', 'pool', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.56668440,-46.64525250,São Paulo,75,01333-021,Carlos Sampaio,Rua,65,Bela Vista
71czv2,apartment,apartment,65,2,0,1,13,950,247.61,971000,"['pool', 'playground', 'party_room', 'green_area']",set_up,-23.57047910,-46.64898690,São Paulo,230,04002-001,Maria Figueiredo,Rua,131,Paraíso
71em0p,apartment,apartment,148,3,1,3,3,2600,573.56,900000,"['gym', 'party_room']",ready_to_move,-23.60928810,-46.70838880,São Paulo,549,05687-010,Barão de Monte Mor,Avenida,31,Morumbi
723zc0,apartment,apartment,37,1,0,0,5,500,47.13,360000,"['gym', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.56078860,-46.65758600,São Paulo,1745,01311-200,Paulista,Avenida,513,Jardim América
73hzh1,apartment,apartment,195,4,2,2,15,2350,812.33,1540000,"['pool', 'party_room', 'green_area']",ready_to_move,-23.57159910,-46.63454590,São Paulo,778,01532-000,Castro Alves,Rua,151,Aclimação
73jtr9,apartment,apartment,92,3,2,1,2,800,280.26,650000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.64929758,-46.72187564,São Paulo,495,04757-000,Bento Branco de Andrade Filho,Rua,22,Santo Amaro
75cs8m,apartment,apartment,75,3,1,1,1,405,50.36,520000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.52549970,-46.60696970,São Paulo,1565,03022-000,Paulo Andrighetti,Rua,13B,Pari
77ognl,apartment,apartment,137,3,1,1,9,1700,135.97,,"['party_room', 'green_area']",ready_to_move,-23.56766040,-46.59033980,São Paulo,1817,03115-001,Paes de Barros,Avenida,91,Mooca
780sgz,apartment,apartment,73,3,1,1,1,700,46.47,,"['gourmet', 'playground', 'party_room']",ready_to_move,-23.49332600,-46.60045680,São Paulo,202,02083-000,Cristóvão Lins,Rua,13,Vila Guilherme
7b2i7l,apartment,apartment,140,3,1,2,2,1700,604.1,850000,"['kids', 'pool', 'party_room']",ready_to_move,-23.55910850,-46.57593720,São Paulo,72,03344-000,Bom Jesus,Rua,21,Água Rasa
7badjc,apartment,apartment,70,3,1,2,2,700,70.21,,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.60395100,-46.60713740,São Paulo,357,04280-030,Marcos Portugal,Rua,21,Ipiranga
7bwu68,apartment,apartment,286,3,3,3,5,2500,1373.68,,"['gym', 'playground', 'party_room', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.56129270,-46.66051210,São Paulo,1325,01420-005,Jaú,Alameda,52,Jardim América
7cmw8l,apartment,apartment,118,2,0,1,14,2141,485.51,,"['party_room', 'green_area']",ready_to_move,-23.53528110,-46.65507190,São Paulo,75,01229-010,São Vicente de Paulo,Rua,142,Santa Cecília
7d34ac,apartment,apartment,69,1,0,0,2,305,0,380000,[],ready_to_move,-23.55451490,-46.64046610,São Paulo,540,01315-000,Santo Amaro,Rua,8,República
7ejpgk,apartment,apartment,48,1,1,1,10,980,85.59,750000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.61883460,-46.68537190,São Paulo,1278,04559-002,Portugal,Avenida,1009,Brooklin
7go7us,apartment,apartment,62,3,1,1,15,450,21.87,380000,"['gym', 'kids', 'pool', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.56991100,-46.74721500,São Paulo,273,05360-210,Antônio de Bonis,Rua,152,Rio Pequeno
7h3fw,apartment,apartment,101,2,1,1,3,1040,286.56,,['green_area'],ready_to_move,-23.56927060,-46.65292170,São Paulo,173,01403-020,Fernão Cardim,Alameda,31,Jardim Paulista
7h8awy,apartment,apartment,80,2,0,0,4,400,0,400000,['green_area'],ready_to_move,-23.56757560,-46.62515680,São Paulo,551,01540-040,Miguel Teles Júnior,Rua,44,Aclimação
7j9ucy,apartment,apartment,122,3,1,2,12,890,788.05,1265000,"['gym', 'kids', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.52655800,-46.67017230,São Paulo,1060,01156-000,Tagipuru,Rua,122,Perdizes
7jbbeu,apartment,apartment,130,3,1,1,4,1000,316.38,550000,['green_area'],ready_to_move,-23.48596800,-46.62430360,São Paulo,159,02407-000,Jerônima Dias,Rua,41,Santana
7km34b,apartment,apartment,150,3,1,1,6,1300,336.75,,"['gym', 'party_room', 'green_area']",finishments,-23.56640260,-46.68543610,São Paulo,50,05417-000,Mourato Coelho,Rua,61,Pinheiros
7l1u6r,apartment,apartment,287,3,3,2,3,3260,1555.51,,['green_area'],ready_to_move,-23.56308120,-46.66359640,São Paulo,620,01411-000,Padre João Manuel,Rua,31,Jardim América
7liond,apartment,apartment,125,3,3,3,14,1200,568,1100000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.54724010,-46.56954570,São Paulo,449,03320-000,Emílio Mallet,Rua,141,Tatuapé
7mwpjt,apartment,apartment,110,2,1,2,10,1486,306.33,600000,"['pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.62432950,-46.73643300,São Paulo,315,05725-030,Abdo Ambuba,Rua,101,Vila Andrade
7nf1l0,apartment,apartment,55,2,0,1,5,830,127.77,790000,"['gym', 'kids', 'pool', 'party_room', 'green_area', 'condoPowerGenerator']",set_up,-23.60124910,-46.67006820,São Paulo,536,04514-102,Tuim,Rua,53,Moema Pássaros
7nlfb2,apartment,apartment,68,3,1,1,2,645,21.38,397000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.50038660,-46.68276470,São Paulo,28,02725-050,Santo Ubaldo,Rua,24,Limão
7onbka,apartment,apartment,190,4,2,3,17,1214,1021.25,2000000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.65972720,-46.68098930,São Paulo,800,04660-000,Interlagos,Avenida,172,Campo Grande
7pmd87,apartment,apartment,69,2,0,1,5,650,171.5,550000,"['sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.54018720,-46.70298410,São Paulo,594,05061-100,Cerro Corá,Rua,56,Vila Romana
7q7cdn,apartment,apartment,203,3,1,2,2,2500,616.34,2611961,"['party_room', 'green_area']",ready_to_move,-23.56360340,-46.67106810,São Paulo,3665,01416-003,Consolação,Rua da,22,Jardim América
7qk3nw,apartment,apartment,120,3,0,0,4,1380,104.11,565000,[],ready_to_move,-23.56888860,-46.63261160,São Paulo,113,01531-030,Saturno,Rua,41,Aclimação
7tmc5i,apartment,apartment,115,3,1,1,25,930,251.49,,"['playground', 'sports_court', 'party_room', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.55949570,-46.66705440,São Paulo,3064,01416-000,Consolação,Rua da,251,Jardim América
7vo24k,apartment,apartment,69,2,0,1,8,450,0,,['green_area'],ready_to_move,-23.65764450,-46.70603070,São Paulo,453,04745-000,Santo Amaro,Alameda,88,Santo Amaro
7wvisz,apartment,apartment,43,2,0,0,4,373,26.06,295000,"['kids', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.53524440,-46.63175160,São Paulo,151,01103-000,Vinte e Cinco de Janeiro,Rua,43,Bom Retiro
7xie4w,apartment,apartment,210,3,1,2,1,2000,600,4720000,['green_area'],set_up,-22.98099854,-43.20513838,Rio de Janeiro,242,22411-030,Alberto de Campos,Rua,101,Ipanema
7xw1zx,apartment,apartment,244,3,3,3,14,3180,2322.01,,"['playground', 'party_room', 'green_area']",ready_to_move,-23.56852050,-46.65607470,São Paulo,35,01422-001,Franca,Alameda,14,Jardim Paulista
7yqrhq,apartment,apartment,65,2,1,2,8,590,122.65,480000,"['gym', 'pool', 'party_room']",ready_to_move,-23.62662630,-46.72974290,São Paulo,259,05713-520,Marie Nader Calfat,Rua,81,Vila Andrade
80plb0,apartment,apartment,198,4,2,3,16,1780,797.27,1300000,['green_area'],ready_to_move,-23.61681270,-46.73226820,São Paulo,271,05641-021,James Ferraz Alvim,Rua Doutor,162,Vila Andrade
80sj4d,apartment,apartment,115,3,1,1,1,850,123.77,800000,"['playground', 'sports_court', 'party_room', 'play_game', 'condoPowerGenerator']",ready_to_move,-23.53272800,-46.71712410,São Paulo,380,05083-130,Jorge Americano,Rua,11,Alto Da Lapa
82w8hz,apartment,apartment,45,1,1,1,1,900,139.88,660000,"['gym', 'gourmet', 'pool']",ready_to_move,-23.59610930,-46.67969280,São Paulo,411,04545-042,Santa Justina,Rua,13,Vila Olímpia
8509mb,apartment,apartment,75,2,1,2,4,915,329.99,750000,"['gym', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.61378710,-46.64357180,São Paulo,587,04052-010,Ytaipu,Rua,42,Saúde
866pat,apartment,apartment,210,3,1,5,8,1750,945.36,1050000,"['gym', 'gourmet', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.62892070,-46.73326940,São Paulo,4,05716-080,Itamira,Rua,82,Vila Andrade
875osk,apartment,apartment,52,1,1,2,6,1,1,803100,"['gym', 'gourmet', 'pool', 'playground', 'party_room']",ready_to_move,-23.55587190,-46.69267360,São Paulo,1410,,Mourato Coelho,Rua,65,Vila Madalena
87wk9m,apartment,apartment,62,2,0,1,14,830,240.32,660000,"['pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.60083490,-46.64841320,São Paulo,730,04026-001,Bacelar,Rua Doutor,141,Vila Clementino
88fb0c,apartment,apartment,240,3,3,3,13,3200,1388.62,1450000,"['gym', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.61155060,-46.70484100,São Paulo,101,05687-010,Barão de Monte Mor,Avenida,131,Morumbi
8998zt,apartment,apartment,324,4,4,4,8,2979,1863.84,2800000,"['pool', 'party_room']",ready_to_move,-23.54757740,-46.69445920,São Paulo,312,05441-040,Francisco Isoldi,Rua,81,Vila Madalena
89pchp,apartment,apartment,119,3,3,3,7,1300,798.6,1060000,"['gym', 'pool', 'party_room', 'green_area']",ready_to_move,-23.52229060,-46.72864060,São Paulo,700,05088-000,Aliança Liberal,Rua,72,Alto Da Lapa
89un5f,apartment,apartment,84,1,1,1,7,1150,132.3,950000,"['party_room', 'green_area']",ready_to_move,-23.59862450,-46.66266270,São Paulo,22,04522-000,Agami,Avenida,71,Moema Pássaros
8a6zr7,apartment,apartment,75,2,0,1,4,390,52.99,415000,[],ready_to_move,-23.58418280,-46.61821010,São Paulo,321,01547-100,Míriam,Rua,44,Chacara Klabin
8ahfn6,apartment,apartment,147,3,3,2,9,2100,471.07,800000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.60049080,-46.73010360,São Paulo,88,05628-050,General Eldes de Souza Guedes,Rua,92,Vila Sônia
8c1s03,apartment,apartment,116,3,2,2,2,1100,449.71,1035000,"['gym', 'kids', 'heated_pool', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.53108240,-46.72755120,São Paulo,1288,05303-000,Carlos Weber,Rua,21,Vila Leopoldina
8c7pj4,apartment,apartment,110,2,1,1,5,800,156.51,1620000,"['pool', 'playground', 'play_game', 'green_area']",set_up,-23.60362540,-46.66663740,São Paulo,417,04523-001,Macuco,Avenida,54,Moema Pássaros
8dl4uh,apartment,apartment,247,3,1,2,10,1700,1049.02,1300000,['party_room'],ready_to_move,-23.48952720,-46.62356880,São Paulo,650,02041-040,Outeiro da Cruz,Rua,101,Santana
8f6r9a,apartment,apartment,25,1,0,0,5,250,0,220000,"['gym', 'kids', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.55013000,-46.64355000,São Paulo,544,,Nove de Julho,Avenida,508,República
8f9acd,apartment,apartment,87,3,1,1,9,1300,120.46,960000,"['pool', 'party_room', 'green_area']",ready_to_move,-23.59828840,-46.66772090,São Paulo,57,04515-000,Sabiá,Avenida,92,Moema Pássaros
8fuwfx,apartment,apartment,41,1,0,1,8,680,82.45,,"['green_area', 'condoPowerGenerator']",set_up,-23.60873240,-46.66113220,São Paulo,1170,04090-002,Nhambiquaras,Alameda dos,84,Moema Índios
8g26ib,apartment,apartment,98,3,1,1,7,1047,25.16,650000,"['gym', 'kids', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.50977840,-46.66384870,São Paulo,225,02518-000,Professora Ida Kolb,Avenida,73,Casa Verde
8gig98,apartment,apartment,427,4,3,4,13,3400,1657.31,1500000,"['gym', 'kids', 'pool', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.53836530,-46.58757720,São Paulo,217,,Pimenta Bueno,Rua,131,Belém
8h4zli,apartment,apartment,169,3,3,2,2,2600,650.58,,"['gym', 'gourmet', 'pool', 'party_room', 'green_area']",ready_to_move,-23.60127910,-46.66827840,São Paulo,737,04520-013,Inhambú,Rua,21,Moema Pássaros
8ln1xi,apartment,apartment,344,4,1,2,13,4500,1928.32,2500000,"['gym', 'sports_court', 'party_room', 'condoPowerGenerator']",ready_to_move,-23.60820780,-46.65876790,São Paulo,999,04087-002,Anapurus,Alameda dos,13,Moema Índios
8m7m11,apartment,apartment,29,0,0,1,12,1780,363.12,320000,"['gym', 'pool']",ready_to_move,-23.57083840,-46.65769120,São Paulo,1213,01404-001,Campinas,Alameda,124,Jardim Paulista
8nar0s,apartment,apartment,210,3,3,3,5,2000,1209.25,2350000,"['gym', 'gourmet', 'pool', 'party_room', 'green_area']",ready_to_move,-23.62160740,-46.67787190,São Paulo,530,04619-001,Gabriele D'Annunzio,Rua,51,Campo Belo
8ngr5o,apartment,apartment,46,2,0,1,13,600,0,651000,"['gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",set_up,-23.52090990,-46.72928650,São Paulo,758,05089-000,Guaipá,Rua,134,Vila Leopoldina
8nof9m,apartment,apartment,67,2,0,1,6,480,24.29,360000,['party_room'],ready_to_move,-23.49041900,-46.71656780,São Paulo,56,02919-090,Conde de Resende,Rua,64,Pirituba
8numoh,apartment,apartment,139,3,1,2,16,1800,720.92,,"['gym', 'pool', 'party_room', 'green_area', 'condoPowerGenerator']",set_up,-23.58006250,-46.67579630,São Paulo,129,04531-020,Mata,Rua da,162,Itaim Bibi
8nzexv,apartment,apartment,60,2,0,0,3,300,0,357000,[],ready_to_move,-23.52609680,-46.63144550,São Paulo,293,01101-000,Santos Dumont,Avenida,34,Bom Retiro
8ogk4s,apartment,apartment,46,2,0,1,2,655,76.97,475000,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.52806260,-46.69739770,São Paulo,570,05051-000,Tito,Rua,22,Vila Romana
8ovdm4,apartment,apartment,57,1,0,1,2,580,0,299000,"['gym', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.48256850,-46.64696850,São Paulo,2933,02430-001,Conselheiro Moreira de Barros,Rua,22,Mandaqui
8p841x,apartment,apartment,158,3,0,1,0,1200,137.41,920000,[],ready_to_move,-23.54932660,-46.64443980,São Paulo,159,01050-000,Martins Fontes,Rua,12,República
8qg6dq,apartment,apartment,111,3,1,2,5,1500,363.41,657000,"['pool', 'party_room', 'green_area']",ready_to_move,-23.63835170,-46.66946810,São Paulo,549,04634-020,Lacedemônia,Rua,51,Campo Belo
8uvaa6,apartment,apartment,70,1,1,1,7,600,110.35,600000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.55694700,-46.57252800,São Paulo,30,03344-040,Anália Franco,Rua,71,Água Rasa
8vbt9g,apartment,apartment,72,3,1,2,14,580,27.34,380000,"['gym', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.63613730,-46.73909780,São Paulo,65,05729-140,Dom Salomão Ferraz,Rua,146,Vila Andrade
8vpknn,apartment,apartment,63,2,1,2,8,1036,367.37,887000,"['grill', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",set_up,-23.53333550,-46.69385060,São Paulo,353,05044-040,Bárbara Heliodora,Rua,82,Vila Romana
8vzkx4,apartment,apartment,203,3,1,3,5,2900,991.59,1400000,"['gym', 'pool', 'party_room', 'green_area']",ready_to_move,-23.53122560,-46.69695910,São Paulo,247,05048-010,Mário,Rua,51,Vila Romana
8w4e4q,apartment,apartment,32,1,0,0,8,828,350,745500,[],ready_to_move,-22.98377040,-43.21384257,Rio de Janeiro,621,22410-003,Visconde de Pirajá,Rua,802,Ipanema
8wl6o8,apartment,apartment,178,3,1,1,5,1528,306.55,1470000,"['playground', 'party_room', 'green_area']",ready_to_move,-23.59258070,-46.63507980,São Paulo,96,04119-050,Alberto Afonso Martins,Rua,51,Chacara Klabin
8y5gzc,apartment,apartment,226,4,2,3,15,2000,1017.78,1655000,"['pool', 'party_room', 'green_area']",ready_to_move,-23.49648230,-46.62591320,São Paulo,2695,02401-100,Voluntários da Pátria,Rua,151,Santana
8ybyav,apartment,apartment,45,2,0,1,2,370,0,310000,"['gym', 'kids', 'gourmet', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.61319360,-46.59984470,São Paulo,97,04248-060,Viena,Rua,24,Sacomã
8z312k,apartment,apartment,208,3,3,3,9,1700,1113.88,1664000,"['gym', 'pool', 'playground', 'party_room', 'play_game', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.54027960,-46.68570960,São Paulo,550,01259-010,Capital Federal,Rua,9,Sumaré
905hkb,apartment,apartment,140,3,1,1,5,1600,309.47,,"['gym', 'playground', 'green_area']",set_up,-23.56221760,-46.66028850,São Paulo,495,01410-001,Ministro Rocha Azevedo,Alameda,51,Jardim América
908emd,apartment,apartment,73,2,0,0,2,352,24.56,550000,[],ready_to_move,-23.56627940,-46.69847840,São Paulo,31,05425-040,Conselheiro Pereira Pinto,Rua,14,Pinheiros
910coe,apartment,apartment,86,3,0,2,1,120,0,270000,[],ready_to_move,-23.46553960,-46.60388860,São Paulo,1541,02306-000,Coronel Sezefredo Fagundes,Avenida,2,Tucuruvi
92lhhe,apartment,apartment,48,2,0,1,2,685,20.48,470000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.52884580,-46.65378320,São Paulo,86,01153-020,Sousa Lima,Rua,210,Bom Retiro
94dtla,apartment,apartment,92,2,1,2,7,1130,274,1400000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'party_room', 'play_game']",ready_to_move,-22.95442980,-43.19058118,Rio de Janeiro,27,22270-030,São João Batista,Rua,706,Botafogo
968xre,apartment,apartment,32,0,0,1,6,500,0,380000,"['gym', 'green_area']",ready_to_move,-23.49340200,-46.62383450,São Paulo,11,,Lídia Coelho,Rua,68,Santana
97tdpm,apartment,apartment,220,3,3,2,3,3162,801.9,,['green_area'],ready_to_move,-23.56117820,-46.66237700,São Paulo,1030,01421-002,Itu,Alameda,3A,Jardim América
9ax89f,apartment,apartment,52,2,0,1,9,600,0,440000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.56043130,-46.62294700,São Paulo,237,01521-000,Cesário Ramalho,Rua,96,Cambuci
9d5p05,apartment,apartment,127,2,0,2,10,1210,132.26,850000,"['grill', 'pool', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.53784440,-46.67303850,São Paulo,525,05009-000,Bartira,Rua,104,Perdizes
9d8su9,apartment,apartment,47,2,0,1,15,598,6.49,330000,"['gym', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.55529380,-46.62852890,São Paulo,301,01514-000,Glicério,Rua,1511,Sé
9e61jm,apartment,apartment,58,2,1,1,7,700,44.82,390000,"['pool', 'playground', 'party_room']",ready_to_move,-23.48993140,-46.63664840,São Paulo,71,02460-040,Piracema,Rua,62,Santana
9ebyz0,apartment,apartment,98,2,1,1,15,980,136.07,1463000,"['kids', 'green_area']",set_up,-23.58076010,-46.67677490,São Paulo,147,04532-010,Bandeira Paulista,Rua,153,Itaim Bibi
9emkjn,apartment,apartment,334,4,4,4,4,4984,2471.13,1800000,"['gym', 'kids', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.62928380,-46.72258260,São Paulo,100,05704-150,Carlos Queiroz Telles,Estrada,41,Vila Andrade
9eqaeg,apartment,apartment,33,1,0,0,8,320,0,215000,"['gym', 'kids', 'gourmet', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.55956160,-46.61476090,São Paulo,5748,01516-100,Estado,Avenida do,807,Cambuci
9f4b24,apartment,apartment,107,3,1,2,7,1771,586.86,1185000,"['kids', 'party_room', 'green_area']",set_up,-23.53628100,-46.68093420,São Paulo,1581,05011-002,Wanderley,Rua,71,Perdizes
9g88vj,apartment,apartment,120,3,1,2,10,1700,342.12,800000,"['gym', 'pool', 'party_room', 'green_area']",ready_to_move,-23.64870990,-46.66825040,São Paulo,635,04363-000,Mascote,Avenida,102,Jabaquara
9gcaso,apartment,apartment,60,2,0,1,1,700,20,318000,"['pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.64195200,-46.67492600,São Paulo,2214,04636-003,Vicente Ráo,Avenida Professor,14,Santo Amaro
9gz17z,apartment,apartment,78,3,0,3,9,816,159.02,600000,"['gourmet', 'pool', 'party_room']",ready_to_move,-23.56520320,-46.62210490,São Paulo,123,01540-010,Alves Ribeiro,Rua,92,Cambuci
9ht1x9,apartment,apartment,287,4,4,4,8,3000,1543.08,1500000,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.62105696,-46.72067895,São Paulo,591,05657-230,Alexandre Correia,Rua Professor,81,Vila Andrade
9i6a1r,apartment,apartment,48,1,1,1,3,836,111.63,,"['gym', 'green_area']",set_up,-23.58223510,-46.67197780,São Paulo,133,04533-010,Tabapuã,Rua,33,Itaim Bibi
9iwehr,apartment,apartment,117,2,0,1,1,550,304.37,980000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.52965760,-46.66511760,São Paulo,265,01156-000,Tagipuru,Rua,14,Perdizes
9jsklu,apartment,apartment,140,3,1,2,4,2100,874.67,1480000,"['gym', 'playground', 'party_room', 'green_area']",set_up,-23.53202750,-46.72600510,São Paulo,306,05302-041,Brentano,Rua,41,Vila Leopoldina
9legjm,apartment,apartment,93,2,1,1,2,1100,288,1100000,"['gym', 'pool', 'playground', 'party_room', 'green_area']",ready_to_move,-22.95945707,-43.20365603,Rio de Janeiro,72,,Pio Correia,Rua,203,Jardim Botânico
9mqv1k,apartment,apartment,64,2,0,1,6,600,55.87,320000,"['pool', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.53052980,-46.55674640,São Paulo,5819,03063-000,Celso Garcia,Avenida,64,Tatuapé
9nwpmn,apartment,apartment,67,2,1,1,2,750,31.5,440000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.61946090,-46.59555680,São Paulo,517,04253-050,Arroio Grande,Rua,22,Sacomã
9q2rtg,apartment,apartment,68,2,0,1,2,650,20.84,390000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.58873000,-46.73932000,São Paulo,420,,Carlos Lisdegno Carlucci,Rua,22,Vila Sônia
9qw5ux,apartment,apartment,112,3,3,2,14,1200,291.64,666400,"['pool', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.48540100,-46.62380140,São Paulo,260,02407-000,Jerônima Dias,Rua,141,Santana
9s4edy,apartment,apartment,35,1,0,1,4,646,181.06,600000,"['gym', 'pool', 'sports_court', 'party_room']",ready_to_move,-23.53570490,-46.67236010,São Paulo,374,05015-040,Franco da Rocha,Rua Doutor,44,Perdizes
9s7uzn,apartment,apartment,40,1,0,1,4,560,20.16,450000,"['gym', 'party_room']",ready_to_move,-23.55509810,-46.65193710,São Paulo,47,01308-020,Herculano de Freitas,Rua,44,Bela Vista
9uxpj,apartment,apartment,106,3,0,1,7,1250,31.51,710000,[],ready_to_move,-23.58115380,-46.63088570,São Paulo,649,04108-001,José do Patrocínio,Rua,72,Aclimação
9xfdxq,apartment,apartment,58,2,0,1,12,590,0,375000,"['playground', 'sports_court', 'party_room']",ready_to_move,-23.63531930,-46.63755670,São Paulo,211,04313-000,Leonardo da Vinci,Avenida,124,Jabaquara
9xul64,apartment,apartment,69,3,0,1,6,525,0,405000,"['gym', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.46623810,-46.60316950,São Paulo,1472,02306-002,Coronel Sezefredo Fagundes,Avenida,61,Tucuruvi
9zc7k7,apartment,apartment,99,3,0,1,5,1300,363.19,795000,['gym'],ready_to_move,-23.56533980,-46.65376750,São Paulo,1126,01418-100,Santos,Alameda,503,Jardim Paulista
9zf655,apartment,apartment,375,4,4,4,13,4672,1772.69,3700000,"['gym', 'grill', 'pool', 'heated_pool', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.55974810,-46.67546760,São Paulo,265,05410-000,Alves Guimarães,Rua,13,Pinheiros
a0f2se,apartment,apartment,78,3,1,2,1,822,156.89,600000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.56017940,-46.56944590,São Paulo,35,03346-020,Miragem,Rua,13,Água Rasa
a3pmae,apartment,apartment,57,2,1,1,7,525,63.3,480000,"['pool', 'playground', 'green_area']",ready_to_move,-23.62656770,-46.63392940,São Paulo,789,04304-011,Fagundes Filho,Avenida,75,Saúde
a524lh,apartment,apartment,163,3,0,0,0,650,613,2100000,[],ready_to_move,-22.98333500,-43.22379800,Rio de Janeiro,15,22441-100,João de Barros,Rua,101,Leblon
a64u17,apartment,apartment,97,2,1,2,9,1151,340.43,,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'green_area', 'condoPowerGenerator']",demolition,-23.59314540,-46.68555740,São Paulo,151,04552-050,Helena,Rua,93,Vila Olímpia
a7em6z,apartment,apartment,87,2,1,2,4,692,150.72,700000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.56290770,-46.75605800,São Paulo,26,05351-035,Hélio Fidélis,Rua Doutor,44,Rio Pequeno
