id_site,type,type,area,bedrooms,suits,parkingSpots,floor,complexFee,propertyTax,price,amenities,currentPhase,lat,lng,city,number,postalCode,streetName,streetType,unitNumber,neighborhood
1f9l4nn,apartment,apartment,70,2,1,1,4,604.33,0,410000,"['gym', 'gourmet', 'pool', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.55801800,-46.59635270,São Paulo,464,03116-000,Oratório,Rua do,43,Mooca
1fbe3mt,apartment,apartment,100,3,2,2,1,720,209.3,830000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.51188300,-46.65842300,São Paulo,942,02514-000,Saguairu,Rua,15,Casa Verde
1fbhv61,apartment,apartment,32,1,0,0,4,300,0,300000,"['gym', 'grill', 'party_room', 'play_game']",ready_to_move,-23.56303540,-46.61619700,São Paulo,85,01523-030,José Bento,Rua,41,Cambuci
1fcmbr4,apartment,apartment,80,1,1,2,1,1170,304.6,650000,"['gym', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.61842460,-46.73354010,São Paulo,140,05642-000,José Galante,Avenida,11,Vila Andrade
1fcwrxi,apartment,apartment,111,3,3,2,9,1800,396.69,590000,"['gym', 'pool', 'playground', 'party_room', 'play_game']",ready_to_move,-23.53576904,-46.52258715,São Paulo,440,03513-000,Dona Escolástica M. da Fonseca,Rua,92,Vila Matilde
1ff5wfk,apartment,apartment,206,3,1,2,7,2430,825.49,2615000,"['party_room', 'green_area']",ready_to_move,-23.57271390,-46.65967350,São Paulo,1497,01404-003,Campinas,Alameda,71,Jardim Paulista
1ffeg16,apartment,apartment,60,1,0,0,5,340,0,305000,[],ready_to_move,-23.53837280,-46.64484990,São Paulo,428,01214-000,Duque de Caxias,Avenida,53,República
1fipnt1,apartment,apartment,85,3,1,2,11,850,258.28,,"['gym', 'kids', 'pool', 'playground', 'party_room', 'play_game']",ready_to_move,-23.49945680,-46.63862780,São Paulo,177,02450-010,Damiana da Cunha,Rua,111,Santana
1fju3qj,apartment,apartment,207,4,1,2,7,1490,598.26,1875000,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.61707410,-46.68000110,São Paulo,102,04618-020,Álvaro Luís Roberto de Assumpção,Rua,72,Campo Belo
1fl8s2m,apartment,apartment,201,3,1,2,2,1700,609.25,2710000,"['party_room', 'green_area']",final_details,-23.56383120,-46.66494440,São Paulo,774,01411-000,Padre João Manuel,Rua,21,Jardim América
1flvfgb,apartment,apartment,293,3,1,1,1,4016,1218.44,2000000,['green_area'],ready_to_move,-23.56667400,-46.66095700,São Paulo,40,01409-010,Tatuí,Rua,11,Jardim América
1fm2e1f,apartment,apartment,148,3,3,3,10,1794,465.32,1060000,"['gym', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.49340050,-46.63114190,São Paulo,195,02018-080,Luís Augusto,Rua,102,Santana
1fm9uhd,apartment,apartment,96,2,1,1,5,1200,369.05,,"['gym', 'kids', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.56319670,-46.66139890,São Paulo,644,01410-000,Ministro Rocha Azevedo,Alameda,51,Jardim América
1fnqep1,apartment,apartment,94,3,1,1,12,1300,319.24,840000,"['playground', 'party_room']",ready_to_move,-23.54073980,-46.65300040,São Paulo,88,01224-020,Aureliano Coutinho,Rua,122,Santa Cecília
1fntjl6,apartment,apartment,260,4,4,5,3,3627,2232.97,2180000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.49593880,-46.63670340,São Paulo,555,02450-001,Afonso Schmidt,Alameda,31,Santana
1fnu8fc,apartment,apartment,212,3,1,3,3,3200,1563,3340000,"['gym', 'playground', 'party_room', 'green_area', 'condoPowerGenerator']",set_up,-23.54597350,-46.66096830,São Paulo,101,01243-010,Ceará,Rua,31,Higienópolis
1fq54sp,apartment,apartment,84,3,1,2,2,736,364.47,790000,"['gym', 'kids', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.59509770,-46.63301200,São Paulo,100,04120-060,Capitão Rosendo,Rua,23,Chacara Klabin
1fqxeol,apartment,apartment,146,3,3,3,5,1700,747.99,1385000,"['gym', 'grill', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.53335310,-46.68225810,São Paulo,80,05010-040,Desembargador do Vale,Rua,52,Perdizes
1fu4cm0,apartment,apartment,55,2,0,1,23,480,137.99,499000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.54948469,-46.61594262,São Paulo,161,03043-010,Alegria,Rua,2304,Brás
1fwvnmr,apartment,apartment,60,2,0,1,5,725,116.32,330000,"['gym', 'gourmet', 'pool', 'party_room', 'play_game']",ready_to_move,-23.48604890,-46.64939510,São Paulo,250,02468-090,Neco Nunes,Rua,52,Mandaqui
1fyz4wo,apartment,apartment,120,3,1,1,13,1200,253.13,,['green_area'],ready_to_move,-23.58166240,-46.67667370,São Paulo,292,04532-000,Bandeira Paulista,Rua,131,Itaim Bibi
1g0ewur,apartment,apartment,119,3,1,2,2,2200,1092.44,1520000,"['gym', 'gourmet', 'pool', 'heated_pool', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.59935710,-46.66939220,São Paulo,33,04512-030,Visconde de Cachoeira,Rua,21,Moema Pássaros
1g107vl,apartment,apartment,215,3,3,4,1,2500,975.31,1400000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.55630190,-46.56857810,São Paulo,1147,03333-000,Marechal Barbacena,Rua,11,Vila Formosa
1g2bbkx,apartment,apartment,78,3,1,1,1,650,206.94,460000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.55213760,-46.74309440,São Paulo,756,05345-000,Miguel Frias e Vasconcelos,Avenida,15,Jaguaré
1g2evmj,apartment,apartment,97,3,1,1,10,1100,13.08,840000,['green_area'],ready_to_move,-23.53812600,-46.67267440,São Paulo,485,05009-000,Bartira,Rua,102,Perdizes
1g2n13h,apartment,apartment,26,0,0,1,5,1300,159.9,220000,"['gym', 'pool']",ready_to_move,-23.59323810,-46.64770140,São Paulo,1225,04021-051,Sena Madureira,Rua,1501,Vila Clementino
1g5kvf9,apartment,apartment,58,2,1,1,2,550,21.72,375000,"['gym', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.62550280,-46.72158230,São Paulo,61,05734-100,Chibata,Rua da,26,Vila Andrade
1gab3l3,apartment,apartment,90,3,1,3,6,1200,407.72,530000,"['pool', 'playground', 'party_room']",ready_to_move,-23.62874440,-46.73185170,São Paulo,530,05715-010,Deputado João Sussumu Hirata,Rua,61,Vila Andrade
1gdq4l8,apartment,apartment,90,3,1,2,7,1212,347.22,745000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.64610530,-46.66443320,São Paulo,660,04363-040,Damasceno Vieira,Avenida,73,Jabaquara
1gdrnpm,apartment,apartment,54,1,1,1,9,679,185.09,449000,"['gym', 'kids', 'gourmet', 'heated_pool', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.62680470,-46.73042170,São Paulo,270,05713-520,Marie Nader Calfat,Rua,94A,Vila Andrade
1gehbbx,apartment,apartment,81,2,0,1,11,1015,280,1220000,"['gourmet', 'party_room']",ready_to_move,-22.96506096,-43.18254251,Rio de Janeiro,121,22030-040,Marechal Mascarenhas de Morais,Rua,1101,Copacabana
1gfzmwm,apartment,apartment,84,2,1,2,8,821,0,675809,"['kids', 'party_room', 'play_game']",ready_to_move,-23.64413890,-46.64221250,São Paulo,435,04321-120,Perobas,Rua das,85B,Jabaquara
1gg3utd,apartment,apartment,92,3,1,2,2,1857,283.95,580000,"['pool', 'sports_court', 'party_room']",ready_to_move,-23.63472680,-46.73547670,São Paulo,56,05718-330,Sophia Ambuba,Rua,21,Vila Andrade
1ggj7ud,apartment,apartment,42,2,0,0,1,280,0,210000,['party_room'],ready_to_move,-23.47967180,-46.58356730,São Paulo,84,02210-020,Águas Formosas,Rua,16,Vila Medeiros
1ggocz7,apartment,apartment,59,1,0,0,3,450,20,450000,['playground'],ready_to_move,-22.98253739,-43.19593240,Rio de Janeiro,271,22071-060,Saint Roman,Rua,305,Copacabana
1ggqgi6,apartment,apartment,45,0,0,1,3,710,102.54,,"['gym', 'gourmet', 'pool', 'heated_pool', 'party_room', 'green_area']",ready_to_move,-23.58282500,-46.63640000,São Paulo,76,04106-020,Manuel de Paiva,Rua,33,Aclimação
1ggwnmv,apartment,apartment,85,2,2,2,9,1090,301.65,470000,"['kids', 'pool', 'playground', 'sports_court']",ready_to_move,-23.60873190,-46.70430700,São Paulo,155,05686-000,Duquesa de Goiás,Avenida,94,Morumbi
1gjd9e0,apartment,apartment,71,3,0,1,4,595,220.86,780000,"['pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",set_up,-23.62625410,-46.63092410,São Paulo,1097,04304-011,Fagundes Filho,Avenida,41,Saúde
1gk2dxl,apartment,apartment,141,3,3,2,1,1690,458.17,1050000,['green_area'],ready_to_move,-23.53806760,-46.66072110,São Paulo,814,01231-000,Baronesa de Itu,Rua,12,Santa Cecília
1gl8nn8,apartment,apartment,61,2,0,1,12,240,0,225000,"['playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.52467920,-46.58121080,São Paulo,185,02167-080,Manguari,Rua,122,Vila Maria
1gmdvnj,apartment,apartment,58,2,0,1,20,848,90.77,813000,"['pool', 'party_room', 'green_area', 'condoPowerGenerator']",set_up,-23.60268040,-46.66840520,São Paulo,890,04521-004,Canário,Rua,202,Moema Pássaros
1gmlf7w,apartment,apartment,65,2,0,0,3,691,21.91,600000,['green_area'],ready_to_move,-23.59703090,-46.64914500,São Paulo,335,04026-090,José de Magalhães,Rua,31,Vila Clementino
1gow5r9,apartment,apartment,76,3,1,1,2,825,20.41,520000,"['gym', 'pool', 'playground', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.51279760,-46.65779090,São Paulo,71,02514-010,Antenor Guirlanda,Rua,24,Casa Verde
1gpuggf,apartment,apartment,60,3,1,1,9,500,25.09,390000,"['gym', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.55886220,-46.62066910,São Paulo,150,01520-000,Alexandre Levi,Rua,92,Cambuci
1grvo60,apartment,apartment,154,3,1,2,13,1800,318.9,1100000,"['gourmet', 'heated_pool', 'sports_court', 'party_room']",ready_to_move,-23.61581730,-46.62246640,São Paulo,208,04149-110,André Mendes,Rua,134,Cursino
1gs3g9c,apartment,apartment,57,2,1,1,5,420,0,385000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",demolition,-23.62527030,-46.74379390,São Paulo,740,05734-140,João Simões de Souza,Rua,56,Vila Andrade
1gsmatz,apartment,apartment,105,3,0,1,1,1276,355.78,1500000,"['green_area', 'condoPowerGenerator']",ready_to_move,-23.55385110,-46.68103100,São Paulo,1089,05411-002,Cristiano Viana,Rua,14,Vila Madalena
1guwioz,apartment,apartment,167,3,3,3,7,2207,1060,2074000,"['gym', 'pool', 'party_room', 'green_area']",demolition,-23.53902000,-46.68520000,São Paulo,335,,Cajaíba,Rua,71,Sumaré
1guwrzo,apartment,apartment,206,2,1,2,4,2398.21,615.46,3215000,"['gym', 'playground', 'green_area', 'condoPowerGenerator']",set_up,-23.56598020,-46.65883860,São Paulo,425,01422-003,Franca,Alameda,401,Jardim América
1gww58a,apartment,apartment,51,1,0,1,3,330,0,281000,"['gourmet', 'party_room', 'green_area']",ready_to_move,-23.65480000,-46.63862900,São Paulo,140,04323-050,Capitão Valdir Alves de Siqueira,Rua,33,Jabaquara
1gxux2e,apartment,apartment,70,2,0,0,4,450,23.23,450000,[],ready_to_move,-23.56566380,-46.63935060,São Paulo,415,01504-001,Vergueiro,Rua,410,Aclimação
1gxyrrj,apartment,apartment,195,3,2,1,0,1031,363.6,1490000,[],ready_to_move,-23.53898420,-46.65832380,São Paulo,564,01231-000,Baronesa de Itu,Rua,1,Santa Cecília
1h2jqtl,apartment,apartment,86,2,1,1,2,550,102.94,,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.55736000,-46.60468440,São Paulo,274,03112-090,Marina Crespi,Rua,21A,Mooca
1h2kgyz,apartment,apartment,225,4,4,4,16,2494,1838.69,3139000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.52992720,-46.67401740,São Paulo,75,05002-050,Desembargador Guimarães,Rua,171,Perdizes
1h3976e,apartment,apartment,44,1,0,1,5,1250,438.27,945000,"['gym', 'pool', 'party_room']",set_up,-23.58290100,-46.68803980,São Paulo,404,01454-010,Artur Ramos,Rua Professor,54,Jardim Europa
1h3cnhn,apartment,apartment,135,3,1,1,12,1482,496.76,,"['playground', 'party_room', 'green_area']",ready_to_move,-23.57177290,-46.65469780,São Paulo,65,01423-020,Capitão Pinto Ferreira,Rua,121,Jardim Paulista
1h4abve,apartment,apartment,101,3,1,1,5,1200,244.99,,"['party_room', 'green_area']",ready_to_move,-23.60104570,-46.67282560,São Paulo,578,04514-041,Araguari,Rua,54,Moema Pássaros
1h5q39x,apartment,apartment,112,3,1,2,12,1698,210.15,850000,['green_area'],ready_to_move,-23.54051020,-46.68290270,São Paulo,45,05025-000,Cajaíba,Rua,122,Sumaré
1h62uxw,apartment,apartment,180,3,0,1,10,1800,410,1350000,[],ready_to_move,-22.96412059,-43.17698992,Rio de Janeiro,76,22021-010,Ministro Viveiros de Castro,Rua,1001,Copacabana
1h744vz,apartment,apartment,52,2,1,1,10,379,0,395000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.62132590,-46.60392830,São Paulo,848,04296-000,Santo Albano,Avenida,105,Sacomã
1hakapx,apartment,apartment,150,3,1,1,6,1350,349.36,,"['gym', 'party_room', 'green_area']",ready_to_move,-23.56640260,-46.68543610,São Paulo,50,05417-000,Mourato Coelho,Rua,64,Pinheiros
1hbfpce,apartment,apartment,78,2,1,1,7,900,139.35,,"['pool', 'party_room', 'green_area']",ready_to_move,-23.59427800,-46.67620530,São Paulo,151,04537-070,Visconde da Luz,Rua,72,Vila Olímpia
1hbiv9w,apartment,apartment,76,1,1,2,15,1200,435.97,1552764,"['gym', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.59758020,-46.67164150,São Paulo,272,04513-080,Marcos Lopes,Rua,A154,Vila Nova Conceição
1hdje3r,apartment,apartment,69,2,0,1,10,900,42.75,480000,"['kids', 'grill', 'pool', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.64342570,-46.66996810,São Paulo,1381,04363-001,Mascote,Avenida,104,Campo Belo
1hfxbil,apartment,apartment,155,4,4,3,3,3300,1506.26,1454000,[],ready_to_move,-23.60909380,-46.65554950,São Paulo,362,04076-010,Guaramomis,Alameda dos,31,Moema Índios
1hj22gw,apartment,apartment,164,2,1,1,2,2989,708.81,2000000,"['party_room', 'green_area']",ready_to_move,-23.56650890,-46.66167430,São Paulo,95,01409-010,Tatuí,Rua,21,Jardim América
1hj3ppv,apartment,apartment,44,1,0,1,10,750,21.89,,"['pool', 'party_room', 'green_area']",set_up,-23.58518580,-46.67415520,São Paulo,84,04542-030,Iara,Rua,103,Itaim Bibi
1hl6qns,apartment,apartment,64,1,0,0,6,532,50.52,445000,[],demolition,-23.55676830,-46.64277830,São Paulo,633,01324-001,Major Diogo,Rua,61,Bela Vista
1hlh3sg,apartment,apartment,60,2,0,0,13,422,0,300000,[],ready_to_move,-23.53184400,-46.57029200,São Paulo,356,03084-000,Santa Virgínia,Rua,134,Tatuapé
1hlmapk,apartment,apartment,50,1,0,0,20,403,0,320000,['green_area'],ready_to_move,-23.54159130,-46.64143960,São Paulo,802,01036-100,São João,Avenida,203,República
1hmalsf,apartment,apartment,35,1,0,1,16,992,23,550000,"['gym', 'pool', 'party_room']",ready_to_move,-23.59373540,-46.67215380,São Paulo,592,04510-001,Baltazar da Veiga,Rua,163,Vila Nova Conceição
1hmh5n,apartment,apartment,38,1,0,1,7,626.09,0,446051,"['gym', 'gourmet', 'party_room', 'green_area']",demolition,-23.55356350,-46.63979730,São Paulo,296,,Genebra,Rua,709,República
1hndgkj,apartment,apartment,52,2,0,1,1,452,158.57,480000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.52785210,-46.65605250,São Paulo,230,01153-010,Sérgio Meira,Rua Doutor,16,Bom Retiro
1hnj9vm,apartment,apartment,71,2,0,1,11,780,62.79,650000,['green_area'],ready_to_move,-23.57672100,-46.64512400,São Paulo,347,04006-000,Tomás Carvalhal,Rua Doutor,1102,Paraíso
1hnoqd9,apartment,apartment,103,2,1,1,4,1100,148.51,1015000,[],set_up,-23.55904760,-46.64034420,São Paulo,184,01321-010,Humaitá,Rua,43,Bela Vista
1hnosl8,apartment,apartment,90,3,1,2,11,1300,347.22,790000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room']",ready_to_move,-23.64610530,-46.66443320,São Paulo,660,04363-040,Damasceno Vieira,Avenida,112,Jabaquara
1hqsqzo,apartment,apartment,147,4,1,4,18,1302,640.97,870000,"['gym', 'playground', 'sports_court']",ready_to_move,-23.54312280,-46.56756310,São Paulo,845,03316-000,Tijuco Preto,Rua,182,Tatuapé
1hr0m4f,apartment,apartment,85,3,1,2,2,1160,435.99,900000,"['gym', 'playground', 'party_room', 'green_area']",ready_to_move,-23.61102570,-46.68337580,São Paulo,693,04566-061,Califórnia,Rua,21,Brooklin
1hrav64,apartment,apartment,98,3,2,2,4,1100,393.24,895000,"['gym', 'gourmet', 'pool', 'party_room', 'green_area']",ready_to_move,-23.60735230,-46.63246470,São Paulo,543,04140-000,Correia de Lemos,Rua,43,Saúde
1hrtbx,apartment,apartment,103,3,1,1,11,900,257.66,900000,"['gym', 'grill', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.60190590,-46.68110260,São Paulo,735,04550-003,Alvorada,Rua,111,Vila Olímpia
1hseb5m,apartment,apartment,70,2,0,1,1,435,0,320000,"['playground', 'party_room']",ready_to_move,-23.47172000,-46.58170000,São Paulo,98,,Camarujipe,Rua,15,Jaçanã
1httyec,apartment,apartment,232,3,3,2,6,1500,920.4,3695000,"['playground', 'party_room', 'green_area']",set_up,-23.55818960,-46.66419690,São Paulo,1817,01420-007,Jaú,Alameda,61,Jardim América
1hvyb6u,apartment,apartment,296,3,3,2,15,3835,1972.27,4935000,"['gym', 'heated_pool', 'playground', 'party_room', 'green_area']",demolition,-23.57865540,-46.64930430,São Paulo,880,04006-003,Tomás Carvalhal,Rua Doutor,151,Paraíso
1hw8mrl,apartment,apartment,70,3,1,1,1,400,163.69,450000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game']",ready_to_move,-23.62239000,-46.60701750,São Paulo,1330,04159-001,Nossa Senhora da Saúde,Rua,17,Sacomã
1hwqpuj,apartment,apartment,57,1,0,1,5,800,0,550000,[],ready_to_move,-23.55765400,-46.65530300,São Paulo,431,01409-001,Peixoto Gomide,Rua,502,Bela Vista
1hx0cnl,apartment,apartment,500,5,2,3,11,6000,2485.07,4860000,"['gym', 'gourmet', 'playground', 'party_room', 'green_area']",ready_to_move,-23.53990070,-46.65986900,São Paulo,465,01229-001,Veiga Filho,Rua Doutor,11,Higienópolis
1hxmla4,apartment,apartment,306,4,2,3,4,5000,2120.56,,['green_area'],ready_to_move,-23.56938540,-46.65871450,São Paulo,577,01423-010,Batataes,Rua,41,Jardim Paulista
1hz8d2u,apartment,apartment,100,2,1,1,5,1300,280.11,,"['party_room', 'green_area']",ready_to_move,-23.56792810,-46.65604690,São Paulo,74,01422-000,Franca,Alameda,52,Jardim Paulista
1i0dd4x,apartment,apartment,72,2,1,0,5,924,310,1138000,"['playground', 'party_room']",ready_to_move,-22.97508425,-43.19852484,Rio de Janeiro,2566,22471-002,Epitácio Pessoa,Avenida,502,Lagoa
1i0o98b,apartment,apartment,368,5,2,4,4,3882,3377.8,1050000,"['gym', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'condoPowerGenerator']",ready_to_move,-23.61118380,-46.70393290,São Paulo,220,05688-000,Américo Alves Pereira Filho,Rua,41,Morumbi
1i2e714,apartment,apartment,270,3,3,4,4,4500,3980.58,,['green_area'],set_up,-23.53410960,-46.66405440,São Paulo,99,05004-020,Capitão Messias,Rua,42,Perdizes
1i3w1aa,apartment,apartment,33,1,0,1,10,1090,26.34,506000,"['gym', 'pool']",ready_to_move,-23.59373540,-46.67215380,São Paulo,592,04510-001,Baltazar da Veiga,Rua,101,Vila Nova Conceição
1i7vkrh,apartment,apartment,49,2,0,1,13,350,0,350000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.49057310,-46.65360210,São Paulo,581,02537-000,Padre João Gualberto,Rua,135,Casa Verde
1i80tyl,apartment,apartment,65,2,1,2,7,690,21.01,480000,"['gym', 'gourmet', 'pool', 'party_room', 'play_game']",ready_to_move,-23.56127130,-46.58051530,São Paulo,93,03186-020,Ibitinga,Rua,71,Água Rasa
1ibkhw4,apartment,apartment,61,3,1,1,13,500,52.37,420000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.59393530,-46.57804540,São Paulo,143,03146-060,Giestas,Rua das,135B,Vila Prudente
1ic556l,apartment,apartment,131,3,0,1,1,1200,246.65,,['green_area'],ready_to_move,-23.53451670,-46.65914170,São Paulo,242,01231-010,Dr. Gabriel dos Santos,Rua,11A,Santa Cecília
1ickch1,apartment,apartment,57,2,1,1,14,700,139.16,,"['pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.58150540,-46.64740780,São Paulo,50,04012-060,Caravelas,Rua,142,Vila Mariana
1idlkv,apartment,apartment,96,2,0,0,5,750,0,480000,[],ready_to_move,-23.54478000,-46.64248000,São Paulo,29,,Gabus Mendes,Rua,51,República
1idskd,apartment,apartment,71,2,1,1,4,700,189.17,545000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.57641460,-46.60642240,São Paulo,790,04205-000,Cipriano Barata,Rua,43,Ipiranga
1idxlh7,apartment,apartment,50,1,1,1,12,787,63.49,600000,['green_area'],ready_to_move,-23.59318900,-46.67591450,São Paulo,339,04537-081,Comendador Miguel Calfat,Rua,123,Vila Olímpia
1ie7f9h,apartment,apartment,54,2,0,1,8,450,0,295000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.49057310,-46.65360210,São Paulo,581,02537-000,Padre João Gualberto,Rua,56,Casa Verde
1iemkm4,apartment,apartment,155,4,4,3,4,2500,1506.26,1950000,"['gym', 'grill', 'pool', 'party_room', 'green_area']",set_up,-23.60909380,-46.65554950,São Paulo,362,04076-010,Guaramomis,Alameda dos,41,Moema Índios
1iettkf,apartment,apartment,148,3,1,1,3,1354,424.3,2450000,['playground'],ready_to_move,-22.95974519,-43.20840712,Rio de Janeiro,126,,J. Carlos,Rua,302,Jardim Botânico
1if8lm9,apartment,apartment,24,1,0,1,6,520,0,315000,"['gym', 'pool', 'party_room']",ready_to_move,-23.55238740,-46.64086890,São Paulo,300,01315-000,Santo Amaro,Rua,605,República
1iflv3,apartment,apartment,49,2,0,1,2,596,20.74,430000,"['gym', 'kids', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.53786190,-46.71945170,São Paulo,127,05469-000,Padre Pereira de Andrade,Avenida,21,Alto De Pinheiros
1igmd3t,apartment,apartment,91,2,0,2,2,1100,368.96,1475000,"['grill', 'pool', 'playground', 'party_room', 'green_area']",set_up,-23.59365220,-46.67426810,São Paulo,40,04545-090,Ivo Define Frasca,Rua Doutor,22,Vila Olímpia
1ijngrd,apartment,apartment,76,3,1,2,11,780,633,500000,"['playground', 'sports_court', 'party_room', 'green_area']",ready_to_move,-23.58246140,-46.58351970,São Paulo,200,,Indaiá,Rua,112,Vila Prudente
1ilo91,apartment,apartment,66,2,0,1,12,830,161.09,800000,[],ready_to_move,-23.58342820,-46.67332140,São Paulo,119,04534-050,Virgílio Várzea,Rua,122,Itaim Bibi
1iloh6r,apartment,apartment,141,3,1,2,6,2500,923.87,1540000,"['gourmet', 'party_room', 'green_area']",ready_to_move,-23.55992560,-46.66535760,São Paulo,1611,01415-005,Bela Cintra,Rua,61,Jardim América
1imchal,apartment,apartment,128,2,1,1,1,1396,402.89,,"['gym', 'pool', 'playground', 'sports_court', 'play_game', 'green_area', 'condoPowerGenerator']",ready_to_move,-23.59174080,-46.67190030,São Paulo,408,04509-001,Jaques Félix,Rua,11,Vila Nova Conceição
1in331d,apartment,apartment,86,3,1,2,2,1300,386.13,830000,"['gym', 'kids', 'gourmet', 'pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.57616280,-46.62319680,São Paulo,1455,01537-001,Lins de Vasconcelos,Avenida,21,Cambuci
1in4kk4,apartment,apartment,77,3,0,1,5,1300,202,810000,[],ready_to_move,-22.96181070,-43.16656174,Rio de Janeiro,112,22010-010,Gustavo Sampaio,Rua,503,Leme
1iniwez,apartment,apartment,120,4,2,3,7,1000,563.81,1100000,"['pool', 'playground', 'party_room', 'green_area']",ready_to_move,-23.60723690,-46.63241970,São Paulo,525,04140-000,Correia de Lemos,Rua,72,Saúde
1inkw17,apartment,apartment,228,4,1,2,1,3400,1086.19,2400000,['green_area'],set_up,-23.54416810,-46.65787670,São Paulo,565,01240-001,Maranhão,Rua,11,Higienópolis
1io1m1l,apartment,apartment,172,3,3,3,1,1600,1075.63,1860000,"['gym', 'kids', 'gourmet', 'pool', 'heated_pool', 'playground', 'sports_court', 'party_room', 'play_game', 'green_area']",ready_to_move,-23.52687860,-46.69860910,São Paulo,800,05051-030,Fábia,Rua,12,Vila Romana
1iovb70,apartment,apartment,374,4,3,4,3,8500,4889.39,6000000,"['gym', 'party_room', 'green_area']",ready_to_move,-23.57919760,-46.66976870,São Paulo,100,01435-040,Gironda,Rua,31,Vila Primavera
1ipefkd,apartment,apartment,56,2,0,1,7,850.22,0,653621,"['gym', 'gourmet', 'party_room', 'green_area']",ready_to_move,-23.55356350,-46.63979730,São Paulo,296,,Genebra,Rua,701,República
1iqpxfc,apartment,apartment,30,1,0,1,18,1481,143,260000,"['green_area', 'condoPowerGenerator']",ready_to_move,-23.58579680,-46.63621380,São Paulo,2740,04102-001,Vergueiro,Rua,1804,Vila Mariana
1irxcty,apartment,apartment,96,3,1,1,2,1300,0,650000,[],ready_to_move,-23.52712000,-46.70788900,São Paulo,1663,05051-001,Tito,Rua,21,Vila Romana
1it7vgs,apartment,apartment,62,3,0,1,3,850,24.56,570000,"['playground', 'party_room']",ready_to_move,-23.52924190,-46.68985770,São Paulo,546,05027-000,Miranda de Azevedo,Rua Doutor,31,Vila Romana
